ell,tau,EE,TE,TT
9,0.0366,4.1430452668368716e-17,4.700255160911448e-15,1.4176213506496717e-11
10,0.0366,3.791050632486363e-17,3.4198043982060357e-15,1.1570884021838922e-11
11,0.0366,3.6187017342650676e-17,2.7597575894969625e-15,9.640154788468576e-12
12,0.0366,3.540624105675166e-17,2.3798126410006936e-15,8.165837521650388e-12
13,0.0366,3.513514240331929e-17,2.125777699259722e-15,7.014526955671533e-12
14,0.0366,3.520678092299361e-17,1.9336434007499e-15,6.097579614846085e-12
15,0.0366,3.551956204120598e-17,1.7799770124818455e-15,5.355606082911224e-12
16,0.0366,3.596717698831852e-17,1.6567806384166981e-15,4.745309789066553e-12
17,0.0366,3.650638925962083e-17,1.5545597632912026e-15,4.238090791893135e-12
18,0.0366,3.7097886867300366e-17,1.465252883939246e-15,3.810655957958524e-12
19,0.0366,3.772347229927158e-17,1.3827060678856144e-15,3.4476393797397664e-12
20,0.0366,3.837301821515684e-17,1.3016721340239656e-15,3.1364773679111862e-12
21,0.0366,3.904213431787117e-17,1.21919817647298e-15,2.8679261089906007e-12
22,0.0366,3.97286073028633e-17,1.1337361649470596e-15,2.6341286919150247e-12
23,0.0366,4.043319479242422e-17,1.0470632963184663e-15,2.429455939454772e-12
24,0.0366,4.1156664701862516e-17,9.615156911309846e-16,2.2491173766594173e-12
25,0.0366,4.1896855191714893e-17,8.783399374566253e-16,2.0894496038622734e-12
26,0.0366,4.2651300349796987e-17,7.9815408516727245e-16,1.9472485884009263e-12
27,0.0366,4.341924772781223e-17,7.201515638060752e-16,1.8200206903463113e-12
28,0.0366,4.4200105714725164e-17,6.433204024788594e-16,1.7056018894937826e-12
29,0.0366,4.499221258465724e-17,5.672516488708862e-16,1.60243625180302e-12
30,0.0366,4.5793639083019146e-17,4.916871053122758e-16,1.5091198647747841e-12
31,0.0366,4.660267228125933e-17,4.165163426441862e-16,1.4243365313209604e-12
32,0.0366,4.7418464554977316e-17,3.422200057519261e-16,1.3471209159979309e-12
33,0.0366,4.8240384605810403e-17,2.694265080318419e-16,1.276595398773202e-12
34,0.0366,4.906772428453771e-17,1.9859401596750024e-16,1.2119343043408426e-12
35,0.0366,4.9899468038505683e-17,1.2949970839134803e-16,1.1525197363011664e-12
36,0.0366,5.0734523464202584e-17,6.175051722305103e-17,1.09778574298105e-12
37,0.0366,5.1571735101401655e-17,-4.970873011560915e-18,1.047203382413652e-12
38,0.0366,5.2409695263016016e-17,-7.06787673620103e-17,1.0003917514572595e-12
39,0.0366,5.3246933205243794e-17,-1.3531171827165556e-16,9.57006956676443e-13
40,0.0366,5.408197818428308e-17,-1.9880827818385571e-16,9.167051046357716e-13
41,0.0366,5.4913571487526086e-17,-2.611463137227959e-16,8.791650602561521e-13
42,0.0366,5.574130252714142e-17,-3.224609482359635e-16,8.441567218838369e-13
43,0.0366,5.65649727464918e-17,-3.8292661925167196e-16,8.114727462214149e-13
44,0.0366,5.738438358893994e-17,-4.427177642982343e-16,7.809057899714749e-13
45,0.0366,5.819925752325175e-17,-5.019575056721203e-16,7.522608088396984e-13
46,0.0366,5.900900111980593e-17,-5.605637047424244e-16,7.253919545441357e-13
47,0.0366,5.981294197438441e-17,-6.184029076463976e-16,7.001656778059302e-13
48,0.0366,6.061040768276911e-17,-6.753416605212909e-16,6.764484293462244e-13
49,0.0366,6.140072584074193e-17,-7.312465095043552e-16,6.541066598861617e-13
50,0.0366,6.218307863458295e-17,-7.860085466947083e-16,6.330168866273574e-13
2,0.0419,4.918506166925918e-15,5.619702922181542e-13,2.934585361304941e-10
3,0.0419,2.4053174664474863e-15,2.1012776116775676e-13,1.2558372606392668e-10
4,0.0419,1.0358177826052935e-15,9.928904349946414e-14,6.991991979096994e-11
5,0.0419,4.020408528390564e-16,5.081971879589407e-14,4.472001780488739e-11
6,0.0419,1.5980269684390304e-16,2.69179679932567e-14,3.111004463819479e-11
7,0.0419,8.133418859220116e-17,1.475641101601716e-14,2.2946804363383153e-11
8,0.0419,5.65012814944072e-17,8.545008150638902e-15,1.7669414738084413e-11
9,0.0419,4.6275158951671964e-17,5.3951537066851105e-15,1.4056753230539083e-11
10,0.0419,4.0776963718039145e-17,3.802223029342815e-15,1.1469121497821535e-11
11,0.0419,3.7850714120877145e-17,2.9780997576724494e-15,9.553129126276399e-12
12,0.0419,3.6414830340345436e-17,2.517131639030739e-15,8.090912100876775e-12
13,0.0419,3.5724134170266134e-17,2.2212193729619474e-15,6.949455592505359e-12
14,0.0419,3.5446176547748375e-17,2.0023951707713234e-15,6.040580772612208e-12
15,0.0419,3.5498528166339434e-17,1.826077023825161e-15,5.305286513939934e-12
16,0.0419,3.579694669720106e-17,1.6788831623579443e-15,4.700558235037382e-12
17,0.0419,3.6251460864802344e-17,1.5550845518966685e-15,4.197986483963519e-12
18,0.0419,3.679374943092139e-17,1.452586544314712e-15,3.774532080190992e-12
19,0.0419,3.739315698551183e-17,1.3645931460532103e-15,3.4149314074302778e-12
20,0.0419,3.802946765254419e-17,1.2836045522265618e-15,3.1066826376070017e-12
21,0.0419,3.868959668039717e-17,1.2050549943544728e-15,2.8406282496598563e-12
22,0.0419,3.9364348138378434e-17,1.1256464330133853e-15,2.6089963770113844e-12
23,0.0419,4.005295025510336e-17,1.0442177086013873e-15,2.4062134640064737e-12
24,0.0419,4.075688898214748e-17,9.606356798958928e-16,2.2275363393011166e-12
25,0.0419,4.14782570036193e-17,8.767423993699751e-16,2.0693450578733973e-12
26,0.0419,4.2218337708376704e-17,7.945242160170188e-16,1.9284727168419786e-12
27,0.0419,4.2974570571742104e-17,7.145694712159879e-16,1.8024413555657576e-12
28,0.0419,4.374380178830689e-17,6.369976630081468e-16,1.6890980690125146e-12
29,0.0419,4.4524348343273776e-17,5.614509236983778e-16,1.586901232345329e-12
30,0.0419,4.5314894919498356e-17,4.874520441574659e-16,1.4944620407761058e-12
31,0.0419,4.6114180510360876e-17,4.1455129454513863e-16,1.4104780679167579e-12
32,0.0419,4.692116135134033e-17,3.4240886217689005e-16,1.333992400979228e-12
33,0.0419,4.773484798844043e-17,2.707124136571558e-16,1.2641345055754677e-12
34,0.0419,4.8554181899622747e-17,1.9931187614409792e-16,1.2000855682242973e-12
35,0.0419,4.9377828290680497e-17,1.2870621901078555e-16,1.1412336590720142e-12
36,0.0419,5.0204383299364755e-17,5.955667218401282e-17,1.0870185691717855e-12
37,0.0419,5.1032494639090005e-17,-7.63242313333722e-18,1.036916646665641e-12
38,0.0419,5.186101632592415e-17,-7.298428063403539e-17,9.905504680510608e-13
39,0.0419,5.268885395159844e-17,-1.3677900273476501e-16,9.47579166914387e-13
40,0.0419,5.351491310784415e-17,-1.9929669185220863e-16,9.076618768419625e-13
41,0.0419,5.433823006419549e-17,-2.607837340480756e-16,8.704802629502664e-13
42,0.0419,5.51583638013983e-17,-3.2135164996417673e-16,8.358061164763257e-13
43,0.0419,5.597500397800142e-17,-3.8107824388734837e-16,8.034337601873036e-13
44,0.0419,5.678784025255366e-17,-4.4004132010442675e-16,7.731575168503635e-13
45,0.0419,5.75964185175674e-17,-4.982955630425437e-16,7.447840280261234e-13
46,0.0419,5.839970960140955e-17,-5.558031776900118e-16,7.181692104490193e-13
47,0.0419,5.919654056641057e-17,-6.125032491754402e-16,6.931812996469412e-13
48,0.0419,5.998573847490097e-17,-6.683348626274372e-16,6.6968853114778e-13
49,0.0419,6.076613038921121e-17,-7.232371031746116e-16,6.475591404794257e-13
50,0.0419,6.153665247939495e-17,-7.771566160602353e-16,6.266711915033416e-13
2,0.0472,5.659847725868352e-15,5.663158361872801e-13,2.9270976338990287e-10
3,0.0472,3.0107216733252765e-15,2.1719643815047303e-13,1.2544746756650295e-10
4,0.0472,1.4064207216404898e-15,1.051557536226603e-13,6.973273199647522e-11
5,0.0472,5.842580345425819e-16,5.521751392474994e-14,4.453134093786865e-11
6,0.0472,2.337420912514453e-16,2.996549414823982e-14,3.093605446546828e-11
7,0.0472,1.0822481766179866e-16,1.673075627695309e-14,2.279231380013271e-11
8,0.0472,6.762894564294835e-17,9.747499236094986e-15,1.7535080364098425e-11
9,0.0472,5.255369562929981e-17,6.090161491386963e-15,1.3941336891248156e-11
10,0.0472,4.472388317330701e-17,4.193225054407951e-15,1.1370177286371504e-11
11,0.0472,4.018773105729578e-17,3.2016684284481068e-15,9.468064419751766e-12
12,0.0472,3.782146067749561e-17,2.6561097980686884e-15,8.017468225902525e-12
13,0.0472,3.665148207054183e-17,2.320117702585565e-15,6.885550304879467e-12
14,0.0472,3.603602609177844e-17,2.079081055182821e-15,5.984576782609722e-12
15,0.0472,3.5758723147507086e-17,1.8837721473412144e-15,5.255820481609268e-12
16,0.0472,3.5787671075845136e-17,1.7184501729703223e-15,4.656584572580008e-12
17,0.0472,3.6083093703915143e-17,1.576119647515842e-15,4.158564778850645e-12
18,0.0472,3.654084222978129e-17,1.4553978809099403e-15,3.739024585713241e-12
19,0.0472,3.709553775581405e-17,1.3532535706878555e-15,3.382799724454117e-12
20,0.0472,3.770302296117687e-17,1.2655384799543679e-15,3.0774259944773927e-12
21,0.0472,3.8346568843333627e-17,1.1867976577859628e-15,2.813829905115808e-12
22,0.0472,3.901590259276839e-17,1.1115970714784946e-15,2.5843273988143916e-12
23,0.0472,3.969914785374561e-17,1.0358930752335876e-15,2.3834014405387168e-12
24,0.0472,4.038785111911001e-17,9.569467389805743e-16,2.206356413129184e-12
25,0.0472,4.1088853822247e-17,8.7584760865384955e-16,2.0496153484049543e-12
26,0.0472,4.1810211928770245e-17,7.944595659941213e-16,1.9100481661888665e-12
27,0.0472,4.254954459266562e-17,7.139153599622848e-16,1.7851936893397051e-12
28,0.0472,4.3302627837053164e-17,6.350395750550558e-16,1.6729110335193797e-12
29,0.0472,4.406830197321729e-17,5.58155270692234e-16,1.5716715825663497e-12
30,0.0472,4.4846173384483515e-17,4.834601250243905e-16,1.480099787363211e-12
31,0.0472,4.563546381445503e-17,4.1099768053856303e-16,1.3969051740239955e-12
32,0.0472,4.64338564478458e-17,3.4019493706765434e-16,1.321137569588471e-12
33,0.0472,4.723864982964752e-17,2.7032475878103394e-16,1.2519318763278403e-12
34,0.0472,4.8047589950600016e-17,2.0082944500147463e-16,1.1884753861772832e-12
35,0.0472,4.886021258443581e-17,1.3182903566536137e-16,1.1301649497278862e-12
36,0.0472,4.967650095063563e-17,6.361300586248481e-17,1.076449807234713e-12
37,0.0472,5.049610594917653e-17,-3.554105666257799e-18,1.0268144291921892e-12
38,0.0472,5.1317349202021044e-17,-6.95075055755315e-17,9.808842070521874e-13
39,0.0472,5.2138220011628064e-17,-1.3410733686889235e-16,9.38319762505943e-13
40,0.0472,5.295670768045651e-17,-1.9721374254989626e-16,8.987817172446903e-13
41,0.0472,5.377120902284104e-17,-2.5875688028986177e-16,8.619533156814084e-13
42,0.0472,5.4581750900619535e-17,-3.189469664311528e-16,8.276082931160523e-13
43,0.0472,5.538876768750567e-17,-3.7806423198389584e-16,7.955430075703214e-13
44,0.0472,5.619269375721308e-17,-4.363889079582178e-16,7.655538170659145e-13
45,0.0472,5.6993605332856e-17,-4.941301967451032e-16,7.374492447271167e-13
46,0.0472,5.779014603515092e-17,-5.512131862589725e-16,7.110864740885581e-13
47,0.0472,5.858060133421487e-17,-6.074919357951046e-16,6.863348537874542e-13
48,0.0472,5.936325670016492e-17,-6.628205046487785e-16,6.63063732461021e-13
49,0.0472,6.01363976031181e-17,-7.170529521152735e-16,6.411424587464744e-13
50,0.0472,6.08985656846928e-17,-7.700828397975683e-16,6.20450227320724e-13
2,0.0524,6.3824333276730284e-15,5.70002888064504e-13,2.924957868570292e-10
3,0.0524,3.634227186887982e-15,2.2276582327343178e-13,1.2533813948097978e-10
4,0.0524,1.8175870518886984e-15,1.1003164009465461e-13,6.95720579945971e-11
5,0.0524,8.051976056165459e-16,5.901149701757884e-14,4.4364016816901466e-11
6,0.0524,3.322694930089119e-16,3.2684633764251296e-14,3.0776684963359927e-11
7,0.0524,1.4623033708374492e-16,1.8549922134535364e-14,2.2648978161930097e-11
8,0.0524,8.250715706490122e-17,1.0886244026040444e-14,1.7409168646998373e-11
9,0.0524,6.022912158285384e-17,6.759835021640137e-15,1.3832160752714691e-11
10,0.0524,4.9687611811253566e-17,4.570839583775155e-15,1.1275996227884631e-11
11,0.0524,4.331967612318366e-17,3.4150844269635658e-15,9.386682376726834e-12
12,0.0524,3.9666790039435876e-17,2.7858891245161255e-15,7.94697032055739e-12
13,0.0524,3.7831570884562685e-17,2.4117338515559527e-15,6.824088501635516e-12
14,0.0524,3.68897590473608e-17,2.1537643404442578e-15,5.930665023273761e-12
15,0.0524,3.6335789183313465e-17,1.947583215378901e-15,5.208181999158061e-12
16,0.0524,3.605160455912277e-17,1.7692382712000598e-15,4.6142167537883695e-12
17,0.0524,3.6078704613864886e-17,1.6109349005671186e-15,4.120621018941014e-12
18,0.0524,3.637494935777415e-17,1.472915689035664e-15,3.704852685916683e-12
19,0.0524,3.684691132791441e-17,1.3549430646564883e-15,3.3518518788633196e-12
20,0.0524,3.7408364055115904e-17,1.2554940358111321e-15,3.0492308762493703e-12
21,0.0524,3.802625082822958e-17,1.170043432367967e-15,2.788000353529658e-12
22,0.0524,3.8681756142531234e-17,1.0933806968165738e-15,2.5605555452238486e-12
23,0.0524,3.935985956097561e-17,1.0205559006445472e-15,2.361431525124605e-12
24,0.0524,4.004840928004185e-17,9.473555202145726e-16,2.1859753454270896e-12
25,0.0524,4.0742932962627995e-17,8.7225102239168835e-16,2.030642132663464e-12
26,0.0524,4.144278617161313e-17,7.947380270645071e-16,1.8923300893939685e-12
27,0.0524,4.2154956603381656e-17,7.157237757136006e-16,1.7686016479541579e-12
28,0.0524,4.2886350289465985e-17,6.364427933057848e-16,1.6573364296422433e-12
29,0.0524,4.363591446848507e-17,5.580271171608983e-16,1.5570185818317503e-12
30,0.0524,4.4400606680829536e-17,4.815831626870372e-16,1.4662833834150332e-12
31,0.0524,4.5177502315944534e-17,4.079393651479195e-16,1.3838502500091147e-12
32,0.0524,4.5964148159493354e-17,3.3681223922976197e-16,1.3087751441296957e-12
33,0.0524,4.675820884619383e-17,2.6764031947440475e-16,1.2401981650171468e-12
34,0.0524,4.7557611958626406e-17,1.99874369900516e-16,1.1773124067545767e-12
35,0.0524,4.8361336870821833e-17,1.3301407243406999e-16,1.119522942796048e-12
36,0.0524,4.916862590467349e-17,6.6571338477868e-17,1.0662878414383623e-12
37,0.0524,4.997859860146181e-17,2.221665920822702e-19,1.0170992776387703e-12
38,0.0524,5.078988338001554e-17,-6.570109603363307e-17,9.715858529963236e-13
39,0.0524,5.1600985878550524e-17,-1.3070201505225234e-16,9.294102757705223e-13
40,0.0524,5.241041173528256e-17,-1.9428415611675105e-16,8.902352542208679e-13
41,0.0524,5.321691192306555e-17,-2.5608623708176614e-16,8.537460142348273e-13
42,0.0524,5.4020218753305486e-17,-3.162875846085817e-16,8.197178522117316e-13
43,0.0524,5.482030987204644e-17,-3.752026775601447e-16,7.879485821788785e-13
44,0.0524,5.561716292533247e-17,-4.331459947994019e-16,7.582360181635654e-13
45,0.0524,5.641050885568264e-17,-4.903628095899174e-16,7.303901178604312e-13
46,0.0524,5.7199091791516e-17,-5.468215727977248e-16,7.042694136334791e-13
47,0.0524,5.79814091577266e-17,-6.024215296894759e-16,6.797445815140539e-13
48,0.0524,5.875595837920851e-17,-6.570619255318222e-16,6.566862975335004e-13
49,0.0524,5.952123688085577e-17,-7.106420055914156e-16,6.349652377231631e-13
50,0.0524,6.027591482829287e-17,-7.630864942117666e-16,6.144618371111495e-13
2,0.0561,6.89442771962987e-15,5.735167058206061e-13,2.928655218520893e-10
3,0.0561,4.0912817895324044e-15,2.2607936127036375e-13,1.2525598763308152e-10
4,0.0561,2.1352060340972948e-15,1.1306273336143732e-13,6.946372153653344e-11
5,0.0561,9.8694970800471e-16,6.144065426931398e-14,4.4248670685100565e-11
6,0.0561,4.192956747484251e-16,3.4474640447172583e-14,3.066828986680176e-11
7,0.0561,1.8187397166375765e-16,1.9776556859511818e-14,2.255106066974454e-11
8,0.0561,9.634411166642487e-17,1.1669577374590346e-14,1.7322728943143518e-11
9,0.0561,6.677913873463838e-17,7.227740085038828e-15,1.375679962083324e-11
10,0.0561,5.3856015205229404e-17,4.8346123344629295e-15,1.121070125210789e-11
11,0.0561,4.6104140960018947e-17,3.559828112559455e-15,9.33001253465889e-12
12,0.0561,4.135665256985346e-17,2.870302346984309e-15,7.897743626212867e-12
13,0.0561,3.884889720796627e-17,2.470092030788335e-15,6.78108455708035e-12
14,0.0561,3.7612203136584416e-17,2.202194391426216e-15,5.892863961412418e-12
15,0.0561,3.6899484635851526e-17,1.9918726762662007e-15,5.174777287405983e-12
16,0.0561,3.6426616347456166e-17,1.8089933831150196e-15,4.584480308943328e-12
17,0.0561,3.623219974106374e-17,1.6424381656756618e-15,4.0940023163024574e-12
18,0.0561,3.635088195692087e-17,1.4937133131332174e-15,3.680883577424096e-12
19,0.0561,3.6709976728111826e-17,1.3644998755047694e-15,3.3301369135278462e-12
20,0.0561,3.7219299361944574e-17,1.2550274423626022e-15,3.029449489659166e-12
21,0.0561,3.781569940815901e-17,1.1623061277689758e-15,2.769888755651792e-12
22,0.0561,3.8451831531790956e-17,1.0821666537917373e-15,2.543898730146018e-12
23,0.0561,3.9116536616628014e-17,1.0089416500311023e-15,2.3460494222200933e-12
24,0.0561,3.9805305749889914e-17,9.373549963821928e-16,2.1717166765376327e-12
25,0.0561,4.0504044613773236e-17,8.6519366638737805e-16,2.017373689665765e-12
26,0.0561,4.120086549552255e-17,7.91264852346651e-16,1.879935539309199e-12
27,0.0561,4.190229250759768e-17,7.153935279432585e-16,1.7569874758194605e-12
28,0.0561,4.2617631326762154e-17,6.378851733754728e-16,1.646430303072244e-12
29,0.0561,4.334890206177902e-17,5.599495135184149e-16,1.5467568663931114e-12
30,0.0561,4.40963034294112e-17,4.830223344164199e-16,1.4566080214700906e-12
31,0.0561,4.485944190706561e-17,4.083000603956632e-16,1.374708536073554e-12
32,0.0561,4.5635555014725185e-17,3.3602166890968653e-16,1.3001188263032473e-12
33,0.0561,4.6421288033016834e-17,2.6618677569387247e-16,1.231983220341261e-12
34,0.0561,4.7213660546889866e-17,1.9865346780889895e-16,1.1694991824751772e-12
35,0.0561,4.801118935858321e-17,1.3271371761662644e-16,1.1120767214145476e-12
36,0.0561,4.881276557465818e-17,6.751796880420986e-17,1.059178981974416e-12
37,0.0561,4.9617204719146243e-17,2.417204379585213e-18,1.0103027281358564e-12
38,0.0561,5.042301998595936e-17,-6.243543536618738e-17,9.650792005440632e-13
39,0.0561,5.1228648986479625e-17,-1.266862708212667e-16,9.231732590102608e-13
40,0.0561,5.2032529332089146e-17,-1.8998162237381192e-16,8.842497633456735e-13
41,0.0561,5.283334936630721e-17,-2.5203160210639626e-16,8.479959045368569e-13
42,0.0561,5.363080036120188e-17,-3.1280148887925023e-16,8.14188198271692e-13
43,0.0561,5.4424824320978416e-17,-3.723203532470181e-16,7.826254914133902e-13
44,0.0561,5.521536324984207e-17,-4.3061726576434467e-16,7.531066308251631e-13
45,0.0561,5.600214801008491e-17,-4.877259050145208e-16,7.254425474626306e-13
46,0.0561,5.678406489634629e-17,-5.436983816954229e-16,6.994925086510441e-13
47,0.0561,5.755978906135244e-17,-5.98591414533573e-16,6.751278658080633e-13
48,0.0561,5.832799565782949e-17,-6.52461722255494e-16,6.522199703513474e-13
49,0.0561,5.908735983850365e-17,-7.053660235877081e-16,6.306401736985555e-13
50,0.0561,5.983664352815803e-17,-7.573477828030605e-16,6.102695845645181e-13
2,0.0629,7.824401534005406e-15,5.796709541651219e-13,2.940193340227796e-10
3,0.0629,4.953088493593782e-15,2.3104343937076706e-13,1.2513798113555348e-10
4,0.0629,2.765786572229155e-15,1.1786220768022237e-13,6.92848261615001e-11
5,0.0629,1.371548202459938e-15,6.541208349388681e-14,4.405674174144784e-11
6,0.0629,6.176509373497442e-16,3.748305438728946e-14,3.0482256548391877e-11
7,0.0629,2.693566438050278e-16,2.189758768714816e-14,2.238063928617521e-11
8,0.0629,1.3124690140678175e-16,1.3060309004025757e-14,1.7170807997270225e-11
9,0.0629,8.203100303745376e-17,8.071501348479461e-15,1.3623349192067404e-11
10,0.0629,6.288506461715463e-17,5.308036263332123e-15,1.1094389290282786e-11
11,0.0629,5.240047795157172e-17,3.811166983338145e-15,9.228698727006907e-12
12,0.0629,4.5459289787618844e-17,3.0056342389732284e-15,7.809378380595603e-12
13,0.0629,4.128795574978102e-17,2.5558850693331983e-15,6.7037594822563626e-12
14,0.0629,3.916890732537029e-17,2.2746281918753697e-15,5.8247649959156454e-12
15,0.0629,3.8124367641384933e-17,2.0638987058353056e-15,5.114524404332559e-12
16,0.0629,3.742858555453023e-17,1.8802778831321772e-15,4.530805932828481e-12
17,0.0629,3.6897031231335425e-17,1.7086545511468533e-15,4.045909543983355e-12
18,0.0629,3.6617805359834155e-17,1.547204265392426e-15,3.637549699810594e-12
19,0.0629,3.663766141481961e-17,1.399783662547179e-15,3.2908698268630995e-12
20,0.0629,3.695551642987074e-17,1.270368399591697e-15,2.9936813783568627e-12
21,0.0629,3.7465912407456507e-17,1.1597478890139132e-15,2.737149204500954e-12
22,0.0629,3.805676160519476e-17,1.0669766380226537e-15,2.5138016023726636e-12
23,0.0629,3.8693832332408984e-17,9.873557772029683e-16,2.318267259529086e-12
24,0.0629,3.936328880719081e-17,9.15560966703944e-16,2.1459707002920464e-12
25,0.0629,4.0055022830998776e-17,8.475193615545963e-16,1.993419405562488e-12
