tau,ell,EE,TE,TT
0.0561,20,0.9512074156420082,1.2550274423626022e-15,3.029449489659166e-12
0.0629,20,0.9444659593166648,1.2703683995916969e-15,2.993681378356863e-12
0.0682,20,0.9433399402609848,1.2967277926222909e-15,2.9663477440441753e-12
0.0735,20,0.9482355824725108,1.3328427905753917e-15,2.93950990190889e-12
0.0787,20,0.9599613714128703,1.3744476728939166e-15,2.9136505237873057e-12
0.084,20,0.9784128593829525,1.4191489381378266e-15,2.887710215352804e-12
0.0893,20,1.0019570781305183,1.4634523679816376e-15,2.8623340053027644e-12
0.0945,20,1.0278246012957333,1.502773586749169e-15,2.837772948841441e-12
0.0998,20,1.0550800123807111,1.537211736926673e-15,2.813229382583988e-12
0.105,20,1.0809747598913044,1.5622933702147346e-15,2.7896307797703556e-12
0.1103,20,1.1060049046186569,1.578824662067143e-15,2.7660240888039972e-12
0.1156,20,1.1296676740248708,1.5845311822864062e-15,2.7428100462054504e-12
0.1208,20,1.15187605847988,1.5788719641231513e-15,2.7205294153397187e-12
0.1261,20,1.1749621774245829,1.5621364173870685e-15,2.698228449150256e-12
0.0261,21,1.0,1.2291592777543076e-15,2.923680682190944e-12
0.0314,21,0.9898448259835172,1.2234460236060056e-15,2.8952558846492153e-12
0.0366,21,0.9804455505710935,1.2191981764729801e-15,2.867926108990601e-12
0.0419,21,0.9715924495788146,1.2050549943544728e-15,2.8406282496598567e-12
0.0472,21,0.9629781634377769,1.1867976577859628e-15,2.813829905115808e-12
0.0524,21,0.9549341776730751,1.170043432367967e-15,2.788000353529658e-12
0.0561,21,0.9496467053926438,1.1623061277689758e-15,2.769888755651792e-12
0.0629,21,0.9408626797629438,1.1597478890139132e-15,2.737149204500954e-12
0.0682,21,0.9354987927789122,1.1717248544127037e-15,2.71214783173696e-12
0.0735,21,0.9334432972757646,1.195403771504438e-15,2.687599439326011e-12
0.0787,21,0.9367538191514476,1.2270951617310417e-15,2.6639417371849313e-12
0.084,21,0.9467318657987039,1.2663035752962944e-15,2.6402073446980907e-12
0.0893,21,0.9636395111134369,1.309427843578365e-15,2.616973665085867e-12
0.0945,21,0.9858877259279374,1.3520656804244717e-15,2.5944820954859583e-12
0.0998,21,1.0125616391691474,1.3941033154322562e-15,2.571988347249671e-12
0.105,21,1.040535575568514,1.4305709399295677e-15,2.550370382123935e-12
0.1103,21,1.069242902351501,1.4620112550563237e-15,2.5287302601798957e-12
0.1156,21,1.0968665200636245,1.4861784771549062e-15,2.5074311590644546e-12
0.1208,21,1.1220449214809847,1.5004008133653997e-15,2.486988356562359e-12
0.1261,21,1.1459212082955272,1.506134509657201e-15,2.466519269547195e-12
0.0261,22,1.0,1.1434335663725232e-15,2.6854535710830163e-12
0.0314,22,0.9897426263032766,1.1359147527558233e-15,2.6592870218682917e-12
0.0366,22,0.9801591217630429,1.1337361649470596e-15,2.634128691915025e-12
0.0419,22,0.9711723495856579,1.1256464330133853e-15,2.6089963770113844e-12
0.0472,22,0.9625757210312315,1.1115970714784946e-15,2.5843273988143916e-12
0.0524,22,0.9543318707319263,1.0933806968165738e-15,2.560555545223849e-12
0.0561,22,0.9486593158694594,1.0821666537917373e-15,2.543898730146018e-12
0.0629,22,0.9389124000177272,1.0669766380226537e-15,2.5138016023726636e-12
0.0682,22,0.9318515920999487,1.0657920462271565e-15,2.490836012429496e-12
0.0735,22,0.9261453225134256,1.0760880461580232e-15,2.468284571860901e-12
0.0787,22,0.9235365837211862,1.0955026218285033e-15,2.4465483313630967e-12
0.084,22,0.9255521451899937,1.1246141806488004e-15,2.4247381954686297e-12
0.0893,22,0.933834060184198,1.1610977789139654e-15,2.4033752796528828e-12
0.0945,22,0.9484506404396224,1.2008057825202848e-15,2.382692932927279e-12
0.0998,22,0.969413422233645,1.2438056505980169e-15,2.3619976008500824e-12
0.105,22,0.9945473804135717,1.2849996363760805e-15,2.342103558866004e-12
0.1103,22,1.0232443542116372,1.324885684939944e-15,2.322183567151793e-12
0.1156,22,1.0532730587251473,1.360841797759974e-15,2.3025739920334573e-12
0.1208,22,1.0824507035127404,1.389655604011929e-15,2.283753030727237e-12
0.1261,22,1.11098306539396,1.4128764303241578e-15,2.2648951489377836e-12
0.0261,23,1.0,1.0592304125940018e-15,2.476883424993637e-12
0.0314,23,0.9896678769279557,1.0504200561030482e-15,2.4527059059653794e-12
0.0366,23,0.979904469544687,1.0470632963184665e-15,2.429455939454772e-12
0.0419,23,0.9706891868158913,1.0442177086013873e-15,2.4062134640064737e-12
0.0472,23,0.9621147331719002,1.0358930752335876e-15,2.3834014405387168e-12
0.0524,23,0.9538920311010809,1.0205559006445472e-15,2.361431525124605e-12
0.0561,23,0.947995063475024,1.0089416500311025e-15,2.3460494222200933e-12
0.0629,23,0.937750762485988,9.873557772029685e-16,2.318267259529086e-12
0.0682,23,0.9302436951263033,9.76344440035811e-16,2.297081232369936e-12
0.0735,23,0.9231741865953089,9.744295821725214e-16,2.276276377790131e-12
0.0787,23,0.9173152253249719,9.815675413827656e-16,2.2562219936902705e-12
0.084,23,0.9135878941929938,9.984554551814854e-16,2.2360966105556637e-12
0.0893,23,0.9140303928625737,1.0246482062886269e-15,2.2163786700109825e-12
0.0945,23,0.9199271771330497,1.0568756767271525e-15,2.1972878537909605e-12
0.0998,23,0.9323255860823457,1.0952603582300291e-15,2.178182043815646e-12
0.105,23,0.9505976920637151,1.1353610286209861e-15,2.159806538837963e-12
0.1103,23,0.974767188023282,1.1775066351957102e-15,2.1414064600871895e-12
0.1156,23,1.0031111925021505,1.2187603008953702e-15,2.123295965775315e-12
0.1208,23,1.0333638842809,1.2563798456732334e-15,2.1059122328128727e-12
0.1261,23,1.065305824080196,1.2912693301900333e-15,2.0884833199079996e-12
0.0261,24,1.0,9.754735547149664e-16,2.2931161453470747e-12
0.0314,24,0.9896244128910289,9.670097602462527e-16,2.2706895572953413e-12
0.0366,24,0.9797510491324983,9.615156911309846e-16,2.2491173766594173e-12
0.0419,24,0.9702342264345021,9.606356798958928e-16,2.227536339301117e-12
0.0472,24,0.9614491308467099,9.569467389805745e-16,2.2063564131291838e-12
0.0524,24,0.9533685805796849,9.473555202145726e-16,2.1859753454270896e-12
0.0561,24,0.947581402720654,9.373549963821928e-16,2.1717166765376327e-12
0.0629,24,0.9370590106249653,9.15560966703944e-16,2.1459707002920464e-12
0.0682,24,0.9291464036004811,8.995287523169508e-16,2.1263429664156296e-12
0.0735,24,0.9215626409735883,8.883841244001447e-16,2.1070704011383706e-12
0.0787,24,0.9144761993156759,8.851917892190162e-16,2.088494473791288e-12
0.084,24,0.9080379220162824,8.902393818950914e-16,2.0698521078306116e-12
0.0893,24,0.9036374960214304,9.044084351343362e-16,2.0515941955995996e-12
0.0945,24,0.9027260653753757,9.265686604484773e-16,2.0339155331626826e-12
0.0998,24,0.9067340269615701,9.561360863228275e-16,2.016227247870389e-12
0.105,24,0.9163665724412322,9.906015567212449e-16,1.999213873055055e-12
0.1103,24,0.9324000109480686,1.0294837448046447e-15,1.982177858294356e-12
0.1156,24,0.9542969320979335,1.0703434672913549e-15,1.9654056921302313e-12
0.1208,24,0.9804746562051336,1.1109896791074372e-15,1.94930147726248e-12
0.1261,24,1.0108725129833436,1.1514175919420512e-15,1.9331538223283107e-12
0.0261,25,1.0,8.923951264400093e-16,2.130425503428958e-12
0.0314,25,0.9895983121845117,8.854938630070117e-16,2.109540115579534e-12
0.0366,25,0.979649696776057,8.783399374566254e-16,2.089449603862274e-12
0.0419,25,0.9698618598092397,8.767423993699751e-16,2.0693450578733973e-12
0.0472,25,0.9607566726344646,8.7584760865384955e-16,2.0496153484049543e-12
0.0524,25,0.9526682071951473,8.722510223916883e-16,2.030642132663464e-12
0.0561,25,0.9470824204470008,8.6519366638737805e-16,2.017373689665765e-12
0.0629,25,0.9365832063334835,8.475193615545963e-16,1.993419405562488e-12
0.0682,25,0.9283916390197665,8.307785266843033e-16,1.9751584416979163e-12
0.0735,25,0.9205644065444254,8.14441302537689e-16,1.9572333151698293e-12
0.0787,25,0.9131550953513249,8.037875733949761e-16,1.9399639982353968e-12
0.084,25,0.9058558565400471,7.9895156862452e-16,1.9226363697477475e-12
0.0893,25,0.8991724302902363,8.016022347589312e-16,1.9056781260625157e-12
0.0945,25,0.8940572150213988,8.127760370004111e-16,1.8892590445496458e-12
0.0998,25,0.8916838787520261,8.314669511099508e-16,1.8728371400519357e-12
0.105,25,0.8934340275582937,8.571638617463378e-16,1.8570443258803145e-12
0.1103,25,0.9005298408834697,8.88743915009226e-16,1.841229448185936e-12
0.1156,25,0.9136270904558706,9.247924094401229e-16,1.8256520963056834e-12
0.1208,25,0.9321746032378613,9.634356657156589e-16,1.8106875630302693e-12
0.1261,25,0.9565887147360154,1.0040021027252669e-15,1.7956840793401086e-12
0.0261,26,1.0,8.104660154823161e-16,1.9855454768970256e-12
0.0314,26,0.9895746817537212,8.055188711740413e-16,1.9660206915709303e-12
0.0366,26,0.9795442930154615,7.9815408516727245e-16,1.9472485884009263e-12
0.0419,26,0.9696007255037115,7.945242160170189e-16,1.9284727168419786e-12
0.0472,26,0.9602275698210643,7.944595659941213e-16,1.9100481661888665e-12
0.0524,26,0.951789144718467,7.947380270645071e-16,1.8923300893939685e-12
0.0561,26,0.9462331120609985,7.912648523466509e-16,1.879935539309199e-12
0.0629,26,0.9360915603285108,7.797993273329258e-16,1.8575612151985947e-12
0.0682,26,0.9280122933175451,7.656073268309999e-16,1.8405046576661943e-12
0.0735,26,0.9199674618146703,7.485839560014221e-16,1.823769882913088e-12
0.0787,26,0.912224662810159,7.33844802312688e-16,1.8076632047034714e-12
0.084,26,0.9045718501303956,7.222258807076382e-16,1.7915106312293702e-12
0.0893,26,0.8971485470092317,7.158472329872942e-16,1.7757109215969744e-12
0.0945,26,0.8902926974507982,7.166910579484169e-16,1.760419934784599e-12
0.0998,26,0.8845306377835905,7.245795435031748e-16,1.7451291710924068e-12
0.105,26,0.8810921829964323,7.39894073460131e-16,1.7304233225917577e-12
0.1103,26,0.8810846719941314,7.61825826623485e-16,1.715694124106948e-12
0.1156,26,0.8857742056977407,7.90044021118814e-16,1.7011826584837541e-12
0.1208,26,0.8955276263869386,8.227149724601664e-16,1.6872340816750262e-12
0.1261,26,0.9112411007973208,8.590810678856695e-16,1.673245785766827e-12
0.0261,27,1.0,7.298037301810762e-16,1.855922999036103e-12
0.0314,27,0.9895490005535047,7.263151561816324e-16,1.837613160782475e-12
0.0366,27,0.9794519279726871,7.201515638060752e-16,1.8200206903463113e-12
0.0419,27,0.9694208951789219,7.14569471215988e-16,1.8024413555657578e-12
0.0472,27,0.9598331538791507,7.139153599622848e-16,1.7851936893397053e-12
0.0524,27,0.9509320331300807,7.157237757136006e-16,1.768601647954158e-12
0.0561,27,0.9452324333282497,7.153935279432585e-16,1.7569874758194605e-12
0.0629,27,0.935345681209671,7.102825769329383e-16,1.7360224483083941e-12
0.0682,27,0.9275726505340172,7.005619696323394e-16,1.720039950768108e-12
0.0735,27,0.9195263719976585,6.86233878240919e-16,1.7043660972146556e-12
0.0787,27,0.9115820555407431,6.706538465189371e-16,1.689295898378468e-12
0.084,27,0.9037583492585326,6.557155886600132e-16,1.6741921724870093e-12
0.0893,27,0.8962107310796132,6.434420318366323e-16,1.659423894409735e-12
0.0945,27,0.8888941995367546,6.361167619424494e-16,1.645139245580985e-12
0.0998,27,0.881760603663873,6.346048848882174e-16,1.630856531188303e-12
0.105,27,0.8755415710557185,6.397560753915121e-16,1.617118718779539e-12
0.1103,27,0.8709127051341189,6.513980164862116e-16,1.6033568450275442e-12
0.1156,27,0.8691708205290514,6.701866894824113e-16,1.5897987653776877e-12
0.1208,27,0.8712005501400018,6.944767679048375e-16,1.5767605106628477e-12
0.1261,27,0.8781421480424836,7.236454611151435e-16,1.5636803398891533e-12
0.0261,28,1.0,6.504600616557839e-16,1.7393407019648162e-12
0.0314,28,0.9895209387953581,6.472858562136657e-16,1.7221322323631764e-12
0.0366,28,0.9793975245576291,6.433204024788594e-16,1.7056018894937828e-12
0.0419,28,0.9692866225868425,6.369976630081468e-16,1.6890980690125146e-12
0.0472,28,0.9595109745703887,6.350395750550558e-16,1.6729110335193797e-12
0.0524,28,0.950286987590195,6.364427933057849e-16,1.6573364296422433e-12
0.0561,28,0.9443326423998815,6.378851733754728e-16,1.646430303072244e-12
0.0629,28,0.9342100079455217,6.377109963660825e-16,1.626741667480604e-12
0.0682,28,0.9266776694550528,6.33058331926438e-16,1.6117315038464065e-12
0.0735,28,0.9190145528958686,6.233451266691481e-16,1.597013776931983e-12
0.0787,28,0.9112692569331489,6.097587933275532e-16,1.5828689831704417e-12
0.084,28,0.9034013417330784,5.949182209389519e-16,1.568698629678614e-12
0.0893,28,0.8956677133801987,5.800540660309448e-16,1.554847727059237e-12
0.0945,28,0.8880546034164218,5.67860830852217e-16,1.5414560388270997e-12
0.0998,28,0.8803718426065019,5.593227493210721e-16,1.528069912564521e-12
0.105,28,0.8730070551320099,5.56153567341515e-16,1.5151967059166648e-12
0.1103,28,0.8661904920970633,5.584078775369957e-16,1.5023016021678737e-12
0.1156,28,0.8608403076541558,5.6752516047877325e-16,1.4895999338028185e-12
0.1208,28,0.8578209235964463,5.825865929961423e-16,1.4773830669778712e-12
0.1261,28,0.858140150846418,6.029356977050932e-16,1.4651258031680652e-12
0.0261,29,1.0,5.725773115211575e-16,1.6342110575099105e-12
0.0314,29,0.9894964099986404,5.689413118068075e-16,1.618005185246326e-12
0.0366,29,0.9793728962515315,5.672516488708862e-16,1.60243625180302e-12
0.0419,29,0.9691886103315165,5.614509236983778e-16,1.586901232345329e-12
0.0472,29,0.9592615712149843,5.58155270692234e-16,1.5716715825663497e-12
0.0524,29,0.949849529030667,5.580271171608983e-16,1.5570185818317505e-12
0.0561,29,0.9436019551535895,5.599495135184149e-16,1.5467568663931114e-12
0.0629,29,0.9329185187939262,5.62953816797551e-16,1.5282279299768394e-12
0.0682,29,0.9254506350991942,5.629552772205202e-16,1.5141005483260188e-12
0.0735,29,0.9182754412259048,5.585618605193601e-16,1.5002468151483552e-12
0.0787,29,0.9109543523596558,5.489181349757924e-16,1.4869305903957452e-12
0.084,29,0.9031920510197676,5.366889325910117e-16,1.4735930174585813e-12
0.0893,29,0.8952949910143195,5.221451269290742e-16,1.4605597315011277e-12
0.0945,29,0.8874728224087337,5.081397323419407e-16,1.4479619622299574e-12
0.0998,29,0.8796561304430994,4.953034910648825e-16,1.4353742760951589e-12
0.105,29,0.8720936008486474,4.861317604347327e-16,1.4232743886954165e-12
0.1103,29,0.8646744100179995,4.807883710938652e-16,1.411156451122939e-12
0.1156,29,0.8578082630188524,4.810781218494148e-16,1.399224294451682e-12
0.1208,29,0.8520402429417318,4.871234766093154e-16,1.3877490397690908e-12
0.1261,29,0.8480031597624496,4.982571909990977e-16,1.3762371863284544e-12
0.0261,30,1.0,4.963204090157174e-16,1.5391039974251613e-12
0.0314,30,0.989482441176557,4.92068664085921e-16,1.523812440811284e-12
0.0366,30,0.9793626833274764,4.916871053122759e-16,1.5091198647747841e-12
0.0419,30,0.9691240524171204,4.874520441574659e-16,1.4944620407761058e-12
0.0472,30,0.9590997697993249,4.834601250243905e-16,1.480099787363211e-12
0.0524,30,0.9495706864761838,4.815831626870372e-16,1.4662833834150332e-12
0.0561,30,0.9430627247849531,4.830223344164199e-16,1.4566080214700906e-12
0.0629,30,0.9317775148940497,4.874121056809768e-16,1.4391329167269408e-12
0.0682,30,0.9241271282405237,4.907224156890844e-16,1.4258068277774186e-12
0.0735,30,0.9171768150894989,4.912007644798754e-16,1.4127346235035184e-12
0.0787,30,0.9102372419256418,4.864439649317688e-16,1.4001641582223085e-12
0.084,30,0.902770269353955,4.78222285310063e-16,1.3875746951054202e-12
0.0893,30,0.8949863257402322,4.663755950485734e-16,1.3752738770403556e-12
0.0945,30,0.8872075725777804,4.530221305244709e-16,1.3633868099512549e-12
0.0998,30,0.8794660165241227,4.388151094345798e-16,1.3515131498166145e-12
0.105,30,0.872021661969366,4.2614624362664973e-16,1.340106600112896e-12
0.1103,30,0.8645961109956583,4.157188505694587e-16,1.3286854635814577e-12
0.1156,30,0.85725089989819,4.0904274678426703e-16,1.317444631486114e-12
0.1208,30,0.8502254254123399,4.0721981960178382e-16,1.3066384862267157e-12
0.1261,30,0.8437249393197069,4.099316038537808e-16,1.2957987374111898e-12
0.0261,31,1.0,4.217671050161567e-16,1.4526797382793262e-12
0.0314,31,0.9894828365843005,4.1724790625222933e-16,1.438224170050673e-12
0.0366,31,0.9793537135056116,4.165163426441862e-16,1.4243365313209604e-12
0.0419,31,0.9690880740813526,4.1455129454513863e-16,1.410478067916758e-12
0.0472,31,0.9590278575550769,4.1099768053856303e-16,1.3969051740239957e-12
0.0524,31,0.9494038108587418,4.079393651479195e-16,1.3838502500091149e-12
0.0561,31,0.9427197812246737,4.0830006039566323e-16,1.374708536073554e-12
0.0629,31,0.9310029612600232,4.123684132465459e-16,1.358191987581875e-12
0.0682,31,0.9229027353979635,4.1698817948504923e-16,1.345593777813799e-12
0.0735,31,0.9156768055354273,4.209423601850867e-16,1.3332302357390622e-12
0.0787,31,0.9088727373057403,4.210546231754832e-16,1.3213358765406186e-12
0.084,31,0.9018719397224954,4.172287475941824e-16,1.3094244475394622e-12
0.0893,31,0.894610355179774,4.0981957810019703e-16,1.2977847097232876e-12
0.0945,31,0.887215998473387,3.9898499713308454e-16,1.286539598872855e-12
0.0998,31,0.8796111240586506,3.8631473113219516e-16,1.2753085417737229e-12
0.105,31,0.8721512374296407,3.7273161129194433e-16,1.264526078296265e-12
0.1103,31,0.8645917935919192,3.602121497449397e-16,1.253730659750427e-12
0.1156,31,0.8569905627240242,3.4923367613121523e-16,1.243111536035266e-12
0.1208,31,0.8495129082577026,3.4149697729976963e-16,1.23290908094669e-12
0.1261,31,0.8420357939992852,3.3758002239473327e-16,1.2226731089040872e-12
0.0261,32,1.0,3.4864643695184926e-16,1.3739596359010921e-12
0.0314,32,0.989490402694434,3.4423043981239783e-16,1.3602695424101558e-12
0.0366,32,0.9793382472281108,3.422200057519261e-16,1.3471209159979309e-12
0.0419,32,0.9690673948847982,3.4240886217689e-16,1.333992400979228e-12
0.0472,32,0.9590030384250761,3.401949370676543e-16,1.321137569588471e-12
0.0524,32,0.9493021066015609,3.3681223922976197e-16,1.3087751441296957e-12
0.0561,32,0.9425156398218252,3.360216689096865e-16,1.3001188263032473e-12
0.0629,32,0.9305241447049157,3.3863122083066814e-16,1.2844752180771145e-12
0.0682,32,0.921865808264153,3.4301628867500287e-16,1.2725396022192346e-12
0.0735,32,0.9140551263671725,3.48922517053676e-16,1.2608211740039572e-12
0.0787,32,0.9071327010426068,3.530934357344829e-16,1.2495429421314004e-12
0.084,32,0.900531680139698,3.5348241515827936e-16,1.23824876224833e-12
0.0893,32,0.8939177753267299,3.512060925675014e-16,1.227209082561959e-12
0.0945,32,0.8870759520203353,3.441385343827575e-16,1.2165462367572897e-12
0.0998,32,0.8797077901069547,3.350159924081545e-16,1.2058963800450706e-12
0.105,32,0.8722284742128794,3.2273847948207443e-16,1.1956771818929354e-12
0.1103,32,0.864511714086819,3.106150238755679e-16,1.1854458539099616e-12
0.1156,32,0.8567895794865817,2.9793542136996893e-16,1.1753868270975494e-12
0.1208,32,0.8492997148471862,2.8653212290468166e-16,1.1657289681479009e-12
0.1261,32,0.8417324217730657,2.780212258234133e-16,1.1560365710827437e-12
0.0261,33,1.0,2.7660026389034087e-16,1.302055330934129e-12
0.0314,33,0.9894957890954157,2.7256051834945172e-16,1.2890674769486562e-12
0.0366,33,0.9793101875153357,2.694265080318419e-16,1.2765953987732019e-12
0.0419,33,0.969047475814384,2.7071241365715583e-16,1.2641345055754677e-12
0.0472,33,0.958974340703564,2.703247587810339e-16,1.2519318763278405e-12
0.0524,33,0.9492210861754188,2.6764031947440475e-16,1.2401981650171468e-12
0.0561,33,0.9423813814876075,2.6618677569387247e-16,1.231983220341261e-12
0.0629,33,0.9302080999434122,2.668904925463085e-16,1.2171363626692585e-12
0.0682,33,0.9210755034332875,2.702292853039538e-16,1.205806196820522e-12
0.0735,33,0.9126509518461051,2.7664094145040003e-16,1.1946785825490198e-12
0.0787,33,0.9053937860220729,2.833099751482027e-16,1.1839653034979374e-12
0.084,33,0.8988510169469666,2.872732905214708e-16,1.173235552361469e-12
0.0893,33,0.8926451629232937,2.896778821272437e-16,1.1627444253098232e-12
0.0945,33,0.8863000126593032,2.8700125210889553e-16,1.152611854087258e-12
0.0998,33,0.8793476611276939,2.8232165689998403e-16,1.1424910727176808e-12
0.105,33,0.8721009313766852,2.730964696676932e-16,1.1327821746803805e-12
0.1103,33,0.864491874744649,2.6310770858512774e-16,1.123062808858457e-12
0.1156,33,0.8568666838809639,2.510499616381955e-16,1.1135101306386914e-12
0.1208,33,0.8495310386716733,2.3839138408672455e-16,1.1043439094549712e-12
0.1261,33,0.8421452359287184,2.273734166102457e-16,1.0951437986697026e-12
0.0261,34,1.0,2.053509656028054e-16,1.2361304358423799e-12
0.0314,34,0.9894941388843609,2.0187004784398342e-16,1.2237883042622636e-12
0.0366,34,0.9792696022141435,1.9859401596750024e-16,1.2119343043408426e-12
0.0419,34,0.9690205748885732,1.993118761440979e-16,1.2000855682242973e-12
0.0472,34,0.9589102609574112,2.0082944500147463e-16,1.1884753861772832e-12
0.0524,34,0.9491315202415945,1.99874369900516e-16,1.1773124067545769e-12
0.0561,34,0.9422671064734104,1.9865346780889895e-16,1.1694991824751772e-12
0.0629,34,0.9299537955253999,1.976569685299911e-16,1.1553818460757414e-12
0.0682,34,0.9205651883326849,1.997936430128264e-16,1.144607590781657e-12
0.0735,34,0.911707162135346,2.0543907533699251e-16,1.134024824289836e-12
0.0787,34,0.9039514860352029,2.125612937100864e-16,1.1238332972565092e-12
0.084,34,0.8969642548361234,2.1906712282599436e-16,1.1136226368108222e-12
0.0893,34,0.890679122360699,2.247707146106815e-16,1.1036371860178498e-12
0.0945,34,0.8845987177652578,2.264980797329481e-16,1.0939902386237814e-12
0.0998,34,0.8782505631315908,2.2617098946435763e-16,1.0843549120606745e-12
0.105,34,0.8716229532539016,2.2121387260731387e-16,1.0751108683975249e-12
0.1103,34,0.8645557268403707,2.143993489983634e-16,1.0658599202733945e-12
0.1156,34,0.8572883654337184,2.0492045430944386e-16,1.0567673384968678e-12
0.1208,34,0.8500828808755968,1.934234641763778e-16,1.0480459025811046e-12
0.1261,34,0.842716462797795,1.8196117245061246e-16,1.039294851157639e-12
0.0261,35,1.0,1.349430046749345e-16,1.1755564503708837e-12
0.0314,35,0.9894961303300471,1.3214154386685723e-16,1.1638080010957289e-12
0.0366,35,0.9792391668714625,1.2949970839134803e-16,1.1525197363011664e-12
0.0419,35,0.9690023829507762,1.2870621901078555e-16,1.1412336590720142e-12
0.0472,35,0.9588445677902718,1.3182903566536134e-16,1.1301649497278862e-12
0.0524,35,0.9490545107540971,1.3301407243406999e-16,1.119522942796048e-12
0.0561,35,0.9421831317265273,1.3271371761662644e-16,1.1120767214145476e-12
0.0629,35,0.929758046685255,1.3072449301247527e-16,1.0986287740573389e-12
0.0682,35,0.9202807834010097,1.3185156182621307e-16,1.0883663466154413e-12
0.0735,35,0.9111614058719836,1.3602530306310688e-16,1.0782871368010712e-12
0.0787,35,0.9028613571511592,1.421343627296177e-16,1.0685788124753782e-12
0.084,35,0.8951514549991052,1.5003264770657418e-16,1.0588474577383197e-12
0.0893,35,0.8884331736326169,1.5759245446707438e-16,1.0493298859270717e-12
0.0945,35,0.8823507778823897,1.6317962502055583e-16,1.0401298072411708e-12
0.0998,35,0.8765506701493975,1.6664925983454628e-16,1.0309417270715582e-12
0.105,35,0.8706446977285567,1.66413656210894e-16,1.0221232666290945e-12
0.1103,35,0.8643183705700153,1.6331472824385954e-16,1.0133021153485965e-12
0.1156,35,0.8575760859183433,1.5765476970079772e-16,1.0046294060000477e-12
0.1208,35,0.8505541536329212,1.4910736914521875e-16,9.96311889593826e-13
0.1261,35,0.8431913037606417,1.3893457193971772e-16,9.879713271197473e-13
0.0261,36,1.0,6.550136439605019e-17,1.1197568460849522e-12
0.0314,36,0.9895154808252218,6.34451743865046e-17,1.1085539557309688e-12
0.0366,36,0.9792456204566728,6.175051722305103e-17,1.0977857429810499e-12
0.0419,36,0.9690131909550551,5.955667218401281e-17,1.0870185691717857e-12
0.0472,36,0.9588243403891458,6.36130058624848e-17,1.0764498072347129e-12
0.0524,36,0.9490216581022299,6.657133847786799e-17,1.0662878414383625e-12
0.0561,36,0.9421530675278523,6.751796880420986e-17,1.0591789819744159e-12
0.0629,36,0.9296402408914421,6.570768624808017e-17,1.046346922635661e-12
0.0682,36,0.9201506751215258,6.628917336462397e-17,1.0365571601718757e-12
0.0735,36,0.9108840977501187,6.894974457537463e-17,1.026943976322161e-12
0.0787,36,0.9021208217649032,7.342363327028861e-17,1.0176841263358037e-12
0.084,36,0.8937120036081296,8.151434742105536e-17,1.0083973630883889e-12
0.0893,36,0.8864211458900545,8.964399030018117e-17,9.993140645760384e-13
0.0945,36,0.8800694571901052,9.800291532340426e-17,9.905276340920598e-13
0.0998,36,0.8744706058082232,1.0437823896296863e-16,9.817532309299356e-13
0.105,36,0.8690227706882347,1.0849745767625161e-16,9.73326920921268e-13
0.1103,36,0.8633202054826001,1.0920753895116041e-16,9.649009541569723e-13
0.1156,36,0.8571498728400897,1.0780195636522491e-16,9.56613554348648e-13
0.1208,36,0.8505000461846277,1.0320468062509999e-16,9.486650486492413e-13
0.1261,36,0.843397214039965,9.565006889772276e-17,9.407002098993546e-13
0.0261,37,1.0,-2.870876304077426e-18,1.068192579634286e-12
0.0314,37,0.9895597286996486,-4.156217974583201e-18,1.0574911283813978e-12
0.0366,37,0.9793049415004591,-4.9708730115609156e-18,1.047203382413652e-12
0.0419,37,0.9690652074996452,-7.63242313333722e-18,1.036916646665641e-12
0.0472,37,0.9588796263171545,-3.554105666257799e-18,1.0268144291921892e-12
0.0524,37,0.949052586333269,2.2216659208227023e-19,1.0170992776387705e-12
0.0561,37,0.9421900129859928,2.4172043795852133e-18,1.0103027281358564e-12
0.0629,37,0.9296102294602142,2.2255488130706634e-18,9.980392843732717e-13
0.0682,37,0.9201131310731532,2.92389005921796e-18,9.886874909925745e-13
0.0735,37,0.9107645857328732,4.582540684562749e-18,9.795062949759265e-13
0.0787,37,0.9017106070032961,7.52638919557448e-18,9.706636222314165e-13
0.084,37,0.8928495627546593,1.4667696173239808e-17,9.61791208341343e-13
0.0893,37,0.8850185403970781,2.2282309629673604e-17,9.531123738354062e-13
0.0945,37,0.8781538507002773,3.193724974979303e-17,9.44711327181371e-13
0.0998,37,0.8722247589413633,4.0080567829986377e-17,9.363213180687693e-13
0.105,37,0.8667195027861863,4.751468060551248e-17,9.28259037309836e-13
0.1103,37,0.8612890115780639,5.171713165178314e-17,9.201975861965125e-13
0.1156,37,0.8556279420861054,5.4302292178903526e-17,9.122661552531752e-13
0.1208,37,0.8496027527680584,5.3940081864557576e-17,9.04657270631956e-13
0.1261,37,0.8431770500351663,4.9911755883334226e-17,8.97037134639819e-13
0.0261,38,1.0,-7.015825593387845e-17,1.0204745480061441e-12
0.0314,38,0.9896151053396303,-7.062909197767555e-17,1.0102347669864222e-12
0.0366,38,0.9793965724979786,-7.06787673620103e-17,1.0003917514572597e-12
0.0419,38,0.9691432354447327,-7.298428063403539e-17,9.905504680510608e-13
0.0472,38,0.9589835557316877,-6.950750557553151e-17,9.808842070521874e-13
0.0524,38,0.9491266348778363,-6.570109603363307e-17,9.715858529963236e-13
0.0561,38,0.9422709424546989,-6.243543536618738e-17,9.650792005440632e-13
0.0629,38,0.9296447928523756,-6.008539742850277e-17,9.53341717996543e-13
