k,P_k_om_m
0.001,3.775309743815162
0.0010080465830751737,3.7734883570334192
0.0010161579136495332,3.77164819134982
0.0010243345127192093,3.769789092992372
0.0010325769054725718,3.7679109097278682
0.0010408856213239628,3.766013495650958
0.0010492611939476987,3.764096705860866
0.0010577041613123548,3.762160386750674
0.0010662150657153116,3.7602043824501328
0.0010747944538175916,3.7582285377835896
0.001083442876678971,3.7562326982800225
0.0010921608897933733,3.754216710181986
0.0011009490531245514,3.7521804204547764
0.001109807931142052,3.750123677052342
0.001118738092857473,3.7480463251415115
0.0011277401118610121,3.745948203265613
0.0011368145663583063,3.743829150196902
0.001145962039207576,3.7416890055024603
0.001155183117957055,3.739527609554267
0.0011644783948827348,3.737344803539163
0.0011738484670264036,3.7351404294677386
0.001183293936233997,3.7329143240085663
0.001192815409194253,3.730666304665093
0.001202413497477682,3.728396190842468
0.0012120888175758463,3.7261038063940384
0.0012218419909409593,3.723788976171631
0.0012316736440258014,3.7214515259709944
0.0012415844083239556,3.7190912825434674
0.0012515749204103747,3.716708076820319
0.0012616458219822607,3.7143017665204128
0.0012717977599002869,3.711872222712409
0.0012820313862301443,3.7094193185752573
0.0012923473582844252,3.7069429378041887
0.001302746338664842,3.704442969810109
0.0013132289953047872,3.7019193049185066
0.001323796001512234,3.6993718322996827
0.0013344480360129836,3.696800411265537
0.0013451857829942645,3.694204878343808
0.0013560099321486704,3.6915850705179336
0.0013669211787184653,3.68894082585925
0.001377920223540238,3.686271982766833
0.0013890077730899163,3.683578378041541
0.0014001845395281462,3.68085984898421
0.0014114512407460333,3.6781162333005106
0.0014228086004112533,3.675347369205673
0.001434257348014534,3.672553096072729
0.0014457982189165113,3.6697332544680084
0.0014574319543949597,3.6668876861643316
0.0014691593016924116,3.6640162358299837
0.0014809810140641437,3.6611187829386544
0.0014928978508265659,3.6581952314997337
0.0015049105774059901,3.6552454818271483
0.001517019965387795,3.6522694352055476
0.001529226792565985,3.6492669940222044
0.0015415318429931487,3.646238061776468
0.0015539359070308185,3.643182543088995
0.0015664397814002375,3.6401003426041303
0.0015790442692335315,3.6369913523565005
0.0015917501801252943,3.633855447639887
0.0016045583301845952,3.6306925030613457
0.0016174695420873876,3.627502394520061
0.0016304846451293568,3.6242849992192405
0.0016436044752791853,3.621040195651897
0.0016568298752322466,3.617767860869978
0.0016701616944647325,3.6144678680625977
0.0016836007892882159,3.611140076790483
0.0016971480229046516,3.607784311439406
0.0017108042654618188,3.604400392276616
0.001724570394109219,3.600988141208176
0.0017384472930544038,3.5975473810129763
0.001752435853619777,3.594077930624214
0.0017665369742998413,3.5905796083153745
0.001780751560818911,3.587052234590901
0.0017950805261892856,3.5834956634723483
0.0018095247907698943,3.5799098009151398
0.0018240852823254105,3.5762945586017048
0.0018387629360858435,3.5726498459131206
0.0018535586948066087,3.568975570234792
0.0018684735088290785,3.565271640327126
0.001883508336141633,3.5615379664684608
0.0018986641424411789,3.5577744598432974
0.0019139419011951853,3.553981027551555
0.0019293425937042083,3.5501575729127355
0.0019448672091649203,3.5463039977536863
0.001960516744733647,3.5424202053430953
0.0019762922055904155,3.538506100602198
0.001992194605003517,3.534561590117154
0.0020082249643945905,3.5305865822009785
0.0020243843134042294,3.5265809901050176
0.002040673689958113,3.5225447336006828
0.0020570941403336824,3.5184777345093625
0.00207364671922733,3.5143799163382394
0.002090332489822154,3.5102512042916243
0.002107152523856243,3.506091525011713
0.002124107901691514,3.501900803784881
0.0021411997123831077,3.4976789676032
0.0021584290537493365,3.4934259482905694
0.0021757970324421992,3.4891416797036983
0.0021933047640184593,3.4848260974633134
0.0022109533730113083,3.480479137633002
0.002228743993002579,3.4761007334237775
0.002246677766695569,3.471690819103544
0.00226475584598843,3.4672493369023973
0.0022829793920481614,3.462776237315847
0.002301349575385187,3.458271472676548
0.0023198675759285394,3.453734992806862
0.00233853458310165,3.449166745888053
0.002357351795898744,3.444566681871772
0.0023763204229618534,3.4399347537464955
0.0023954416826584453,3.4352709230727374
0.0024147168031596906,3.4305751531644453
0.0024341470225193325,3.4258474046417824
0.002453733588753221,3.421087639546408
0.002473477759919468,3.416295821834757
0.002493380804199255,3.4114719175056973
0.0025134439999782874,3.4066158969425033
0.0025336686359289096,3.401727734502096
0.0025540560110928734,3.396807406478524
0.002574607434964779,3.3918548910998494
0.002595324227576183,3.386870168533138
0.0026162077195803833,3.381853217852093
0.0026372592523378974,3.3768040166005058
0.002658480178002605,3.3717225506427875
0.0026798718596086056,3.366608808442061
0.0027014356711577664,3.3614627804156743
0.0027231729977079747,3.35628445576741
0.002745085235462102,3.3510738196035486
0.0027671737918576805,3.3458308596785735
0.0027894400856573066,3.3405555673773772
0.002811885547039765,3.3352479365735457
0.0028345116176919007,3.3299079697842706
0.0028573197509012037,3.3245356776345965
0.002880311411649165,3.319131073785685
0.0029034880767053704,3.313694182282688
0.0029268512347223564,3.3082250304588605
0.002950402386331225,3.302723630206848
0.0029741430442380297,3.2971899902705815
0.002998074733320941,3.291624121508428
0.0030221989907281872,3.2860260381785955
0.003046517365976788,3.280395768370209
0.003071031421052076,3.2747333525871234
0.00309574273050804,3.2690388337908125
0.0031206528815684383,3.263312256903075
0.003145763474228759,3.2575536614806464
0.0031710761213589876,3.251763072891999
0.0031965924488072026,3.245940517342602
0.0032223140955040027,3.2400860232147726
0.003248242713567779,3.2341996230081973
0.0032743799684108294,3.2282813617140698
0.0033007275388463285,3.222331294817591
0.0033272871171961724,3.2163494832998727
0.0033540604093996434,3.2103359866012795
0.0033810491351230288,3.2042908406637336
