ell,tau,EE,TE,TT
20,0.0243,3.926657880060659e-17,1.3197263830324414e-15,3.207920766742001e-12
21,0.0243,3.9963174335767286e-17,1.2326390919090562e-15,2.9334449730111966e-12
22,0.0243,4.0677743239757835e-17,1.1470990150395813e-15,2.6944491370990387e-12
23,0.0243,4.1409314391223255e-17,1.0622784563158258e-15,2.485203800129788e-12
24,0.0243,4.21570623838019e-17,9.776116066710317e-16,2.300840473481917e-12
25,0.0243,4.292040878020789e-17,8.939503039479065e-16,2.1376202305943183e-12
26,0.0243,4.3698545055486704e-17,8.121977201858125e-16,1.9922660163112578e-12
27,0.0243,4.448949536493348e-17,7.320447173012754e-16,1.8622186990380832e-12
28,0.0243,4.5291345940557806e-17,6.530195113111058e-16,1.7452557969916614e-12
29,0.0243,4.610359864097738e-17,5.75212044756097e-16,1.6397835040738557e-12
30,0.0243,4.692610923146198e-17,4.98852691808037e-16,1.5443651831077799e-12
31,0.0243,4.7758287794969334e-17,4.240816124524992e-16,1.457655281371018e-12
32,0.0243,4.85977616852091e-17,3.5067810993020036e-16,1.378672583959039e-12
33,0.0243,4.9441712573578944e-17,2.7833127329564205e-16,1.306526960421785e-12
34,0.0243,5.028788498752336e-17,2.0680075803948066e-16,1.2403803174174964e-12
35,0.0243,5.1136274878674255e-17,1.361284853969893e-16,1.1796027100376149e-12
36,0.0243,5.198744105471041e-17,6.64269430395948e-17,1.1236162304818813e-12
37,0.0243,5.284159440851097e-17,-2.2132545481786308e-18,1.0718803791434108e-12
38,0.0243,5.3697554173756584e-17,-6.978898562942017e-17,1.024004289188817e-12
39,0.0243,5.455379166932831e-17,-1.363190016541224e-16,9.796345019780872e-13
40,0.0243,5.5408778214107196e-17,-2.018220540722771e-16,9.38417558871209e-13
41,0.0243,5.626122663350595e-17,-2.6632345024217115e-16,9.000235823323852e-13
42,0.0243,5.711081577906406e-17,-3.298747211552669e-16,8.642170192426782e-13
43,0.0243,5.795746600885265e-17,-3.9253395371132123e-16,8.307858975873662e-13
44,0.0243,5.880109768094288e-17,-4.543592348100905e-16,7.99518245351727e-13
45,0.0243,5.964138500239296e-17,-5.153853728411579e-16,7.702146954810578e-13
46,0.0243,6.047701757620955e-17,-5.755540621534107e-16,7.427263007607317e-13
47,0.0243,6.130643885438637e-17,-6.347837185855626e-16,7.169167189361414e-13
48,0.0243,6.212809228891715e-17,-6.929927579763278e-16,6.926496077526794e-13
49,0.0243,6.294042133179562e-17,-7.500995961644197e-16,6.69788624955738e-13
50,0.0243,6.37420102961434e-17,-8.060401930674262e-16,6.482077174626699e-13
2,0.0281,2.970302628428502e-15,5.263491168635641e-13,2.9315568298462237e-10
3,0.0281,1.0567424835229576e-15,1.8120258662521554e-13,1.260034048556209e-10
4,0.0281,3.4802244283630594e-16,7.775179495090017e-14,7.048821700108985e-11
5,0.0281,1.2365783226225442e-16,3.601889484007401e-14,4.5285193683770814e-11
6,0.0281,6.296326182797501e-17,1.7467670558729978e-14,3.1621801769352644e-11
7,0.0281,4.5864982454477694e-17,9.108596190622252e-15,2.3390212804469954e-11
