k (h/Mpc),x,omega_b,omega_m,T(k),log10(T(k))
0.005037117887698239,0.04666878833568473,0.022066666666666665,0.13,0.8851947935364517,-0.05296114913366232
0.006341355711026271,0.05875252357343672,0.022066666666666665,0.13,0.8510058732856531,-0.07006744258668389
0.007983293849837043,0.07396504493363536,0.022066666666666665,0.13,0.8093815971481261,-0.09184667435497736
0.010050371497379942,0.09311647465145097,0.022066666666666665,0.13,0.7594911297254169,-0.11947729399843034
0.012652668076023407,0.11722669619539906,0.022066666666666665,0.13,0.7005884095267154,-0.15453705188876357
0.01592876536788715,0.1475796667809186,0.022066666666666665,0.13,0.6321069839099083,-0.19920941129100092
0.020053127393272738,0.18579179178449107,0.022066666666666665,0.13,0.5541320832129046,-0.25638670427259064
0.025245301644498123,0.2338971739762025,0.022066666666666665,0.13,0.4685984103712702,-0.32919918899589895
0.031768500689052036,0.29433447210363217,0.022066666666666665,0.13,0.38119825824642717,-0.418849092387577
0.039524847352697005,0.3661968562634065,0.022066666666666665,0.13,0.3056761069038276,-0.5147385064664411
0.04621479475940227,0.42817907436135516,0.022066666666666665,0.13,0.2618611172336528,-0.5819289835316795
0.05104199920982637,0.47290301923866307,0.022066666666666665,0.13,0.2393568981917916,-0.6209540517689969
0.05499840878256027,0.5095590683992612,0.022066666666666665,0.13,0.22477502033970978,-0.6482519543636971
0.05851950292418699,0.5421819295014236,0.022066666666666665,0.13,0.21368368117336795,-0.6702286432405685
0.061797368317036666,0.5725512815043545,0.022066666666666665,0.13,0.2043088714639443,-0.6897127750993791
0.06493282293646488,0.601601200770212,0.022066666666666665,0.13,0.19577197037577934,-0.7082494881331313
0.06798595588897255,0.6298884115717036,0.022066666666666665,0.13,0.187608364829124,-0.7267478017877527
0.07099605984697968,0.6577769596693608,0.022066666666666665,0.13,0.17956935729918436,-0.7457677717404382
0.07399072816605519,0.6855224969060085,0.022066666666666665,0.13,0.17153217950704538,-0.7656543941555286
0.07699048696955642,0.713315197370813,0.022066666666666665,0.13,0.16347066588425604,-0.786560168309923
0.0800113585573712,0.7413035073258604,0.022066666666666665,0.13,0.1554321905036771,-0.8084590324440558
0.08306637540270942,0.7696081723537006,0.022066666666666665,0.13,0.14749474575745475,-0.8312234503921752
0.0861665221352144,0.7983309648105101,0.022066666666666665,0.13,0.13979143933162033,-0.854519423474993
0.0893213470051673,0.8275603490287273,0.022066666666666665,0.13,0.1324504539533434,-0.8779465488873676
0.09253937289866221,0.8573752893637635,0.022066666666666665,0.13,0.12560522616526867,-0.9009922901567966
0.09582838170361091,0.8878478848388904,0.022066666666666665,0.13,0.1193709952256139,-0.9231011852979721
0.09919561578081744,0.9190452357703901,0.022066666666666665,0.13,0.11382366770698733,-0.9437674243572638
0.10264792347861236,0.9510307919574955,0.022066666666666665,0.13,0.10898800006090477,-0.9626213166852827
0.10619186583381732,0.9838653412645211,0.022066666666666665,0.13,0.10483225454581996,-0.9795050740691362
0.10983379569724092,1.0176077427168706,0.022066666666666665,0.13,0.10126040142896908,-0.9945603552620301
0.11357991685816397,1.0523154742881158,0.022066666666666665,0.13,0.09812559349187848,-1.0082177035005162
0.11743632841333597,1.0880450439777885,0.022066666666666665,0.13,0.09523795933608607,-1.0211899187960531
0.1214090581165269,1.1248522987942577,0.022066666666666665,0.13,0.09239750513044481,-1.034339755216137
0.12550408745200595,1.1627926570599685,0.022066666666666665,0.13,0.08941839717638687,-1.0485731191211896
0.1297273705164143,1.201921283351584,0.022066666666666665,0.13,0.08616459327897424,-1.0646711576378736
0.13408484835454976,1.2422932213207203,0.022066666666666665,0.13,0.08257140797781166,-1.0831703099083767
0.1385824601028714,1.2839634969382772,0.022066666666666665,0.13,0.07867791843246633,-1.104147138651686
0.14322615210235584,1.3269872029248533,0.022066666666666665,0.13,0.07460535001494062,-1.1272300277732379
0.1480218860175541,1.3714195739736326,0.022066666666666665,0.13,0.07054447761909875,-1.1515369781310882
0.1529756469191526,1.4173160616351383,0.022066666666666665,0.13,0.06671113434799267,-1.1758016745942261
0.15809345223749705,1.4647324172714364,0.022066666666666665,0.13,0.06329526187235102,-1.1986287989827928
0.16338136246347862,1.5137247911996166,0.022066666666666665,0.13,0.060401642862775114,-1.2189512488534606
0.16884549445344688,1.5643498559615212,0.022066666666666665,0.13,0.05802480102398298,-1.236386340132439
0.17449203818170955,1.6166649615352953,0.022066666666666665,0.13,0.05603473852426449,-1.25154265028051
0.18032727777545082,1.670728330223448,0.022066666666666665,0.13,0.0542266390762154,-1.2657873119555865
0.18635761766251752,1.7265992989115273,0.022066666666666665,0.13,0.052371131700213215,-1.280908041224591
0.19258961466462549,1.7843386164109833,0.022066666666666665,0.13,0.05028080873727008,-1.2985977455582949
0.19903001688138033,1.84400880371878,0.022066666666666665,0.13,0.047911433073028836,-1.3195608388183189
0.20568581024045454,1.9056745853037789,0.022066666666666665,0.13,0.04537281619124128,-1.3432042641909137
0.21256427364481895,1.9694034000446474,0.022066666666666665,0.13,0.04286729303230397,-1.3678739402880875
0.21967304373981048,2.0352660012953407,0.022066666666666665,0.13,0.04059094599578148,-1.3915708270773852
0.22702019046417193,2.1033371568638537,0.022066666666666665,0.13,0.038665806328766636,-1.4126729287037625
0.2346143047560009,2.173696461605938,0.022066666666666665,0.13,0.03708128256046,-1.4308452529715128
0.24246460007631035,2.2464292780386996,0.022066666666666665,0.13,0.035688541645105654,-1.4474711984277417
0.2505810298138927,2.321627824094126,0.022066666666666665,0.13,0.03428741364606177,-1.4648652731704572
0.25897442317623565,2.3993924321454814,0.022066666666666665,0.13,0.03274788319612115,-1.4848167673044192
0.2676566428925973,2.47983301012289,0.022066666666666665,0.13,0.031074246609957897,-1.5075993919575759
0.27664076901080537,2.563070744386708,0.022066666666666665,0.13,0.029398686457620067,-1.531672073565782
0.28594131433240694,2.649240095729527,0.022066666666666665,0.13,0.027884520214196903,-1.554636823652943
0.29557447870371467,2.73849115537722,0.022066666666666665,0.13,0.02659449234200681,-1.5752082954418936
0.30555845160760575,2.8309924484954205,0.022066666666666665,0.13,0.025454320902571787,-1.5942384850418823
0.3159137754896503,2.926934300398242,0.022066666666666665,0.13,0.024330415259763368,-1.6138504786776995
0.32666378630278575,3.0265329181851675,0.022066666666666665,0.13,0.02313841472147968,-1.635666399113651
0.33783515330928565,3.1300353919946167,0.022066666666666665,0.13,0.021918924219952333,-1.6591807648228631
0.34945854789642355,3.237725891566617,0.022066666666666665,0.13,0.020772168285349883,-1.6825181676337506
0.3615694820414476,3.3499334346026646,0.022066666666666665,0.13,0.01975232797343258,-1.704381711863617
0.3742093726399108,3.467041747744695,0.022066666666666665,0.13,0.01880699911582948,-1.725680495858797
0.38742691060118595,3.5895019512154347,0.022066666666666665,0.13,0.017859341719838932,-1.7481345528780556
0.40127984727737825,3.7178491100436526,0.022066666666666665,0.13,0.016898361331295998,-1.7721554077697876
0.4158373617468861,3.852724166895177,0.022066666666666665,0.13,0.01597993283785861,-1.796425050316689
0.4311832513225687,3.994903502062094,0.022066666666666665,0.13,0.015126460254998579,-1.8202626893977223
0.4474203126653022,4.145339524385134,0.022066666666666665,0.13,0.014307230294313847,-1.8444444322303546
0.4646764844923196,4.305217583313646,0.022066666666666665,0.13,0.013486572780699549,-1.870098399589328
0.48311366460573096,4.476037658484227,0.022066666666666665,0.13,0.012685749843595936,-1.896683856915937
0.5029407071918014,4.659734779417555,0.022066666666666665,0.13,0.011923226729647175,-1.9236061975116727
0.5244331760156372,4.858862038440122,0.022066666666666665,0.13,0.011169081631033046,-1.9519825349391366
0.5479644427729502,5.076878716241046,0.022066666666666665,0.13,0.01042147044889291,-1.982070998619523
0.5740567006053775,5.318622920988673,0.022066666666666665,0.13,0.00968761423548562,-2.013783163293527
0.6034687824003862,5.591125222980724,0.022066666666666665,0.13,0.008950008546111613,-2.0481765499882956
0.6373561862862245,5.905091287395532,0.022066666666666665,0.13,0.008206577385513255,-2.085837930883485
0.6775828310961652,6.277790281928646,0.022066666666666665,0.13,0.007441923475952552,-2.128314800068638
0.7273766107701934,6.739128574152502,0.022066666666666665,0.13,0.006641758211824718,-2.1777169386114137
0.7928198356206514,7.345458637621847,0.022066666666666665,0.13,0.0057796888208058875,-2.2380955434211476
0.8863752453008686,8.212247485801747,0.022066666666666665,0.13,0.004821363010021473,-2.3168301683896257
1.0336536475805926,9.576778699017225,0.022066666666666665,0.13,0.0037473212746012723,-2.4262790713030085
1.2691948313161945,11.759062674331634,0.022066666666666665,0.13,0.0026664719589269614,-2.574062979071793
1.5946183605393764,14.7741046374865,0.022066666666666665,0.13,0.0018182684296815595,-2.7403420017939593
1.0250249707206647e-05,8.944371472257109e-05,0.022066666666666665,0.13666666666666666,1.0,0.0
1.2904299833638172e-05,0.00011260296538951284,0.022066666666666665,0.13666666666666666,0.9999989415823686,-4.596651801370537e-07
1.624555098197834e-05,0.00014175873457223683,0.022066666666666665,0.13666666666666666,0.9999971345715221,-1.2444415591870558e-06
2.045193695981022e-05,0.0001784636732967733,0.022066666666666665,0.13666666666666666,0.9999943564255598,-2.450980153747559e-06
2.574746315911743e-05,0.00022467245339544004,0.022066666666666665,0.13666666666666666,0.9999898048464969,-4.427721479236912e-06
3.241413566024706e-05,0.00028284586090966023,0.022066666666666665,0.13666666666666666,0.999982670051852,-7.526366068283468e-06
4.080697908402853e-05,0.00035608184191996973,0.022066666666666665,0.13666666666666666,0.9999713220226139,-1.245486592198598e-05
5.1372942947436586e-05,0.0004482804794715235,0.022066666666666665,0.13666666666666666,0.9999533868859904,-2.024429002704106e-05
6.467470335517986e-05,0.0005643516872179743,0.022066666666666665,0.13666666666666666,0.999925034717817,-3.255822877004074e-05
8.142062755408541e-05,0.0007104766802276214,0.022066666666666665,0.13666666666666666,0.9998802005313799,-5.2031364883800404e-05
0.00010250249707206649,0.0008944371472257112,0.022066666666666665,0.13666666666666666,0.999809508676626,-8.273721120242108e-05
0.00012904299833638175,0.0011260296538951288,0.022066666666666665,0.13666666666666666,0.9996983180367759,-0.00013103857889983116
0.00016245550981978344,0.0014175873457223686,0.022066666666666665,0.13666666666666666,0.9995241752103301,-0.00020669726024737906
0.00020451936959810227,0.0017846367329677336,0.022066666666666665,0.13666666666666666,0.9992532683743592,-0.0003244225678548581
0.0002574746315911744,0.0022467245339544014,0.022066666666666665,0.13666666666666666,0.9988360556344844,-0.0005057890274655565
0.0003241413566024707,0.0028284586090966033,0.022066666666666665,0.13666666666666666,0.9982030177313153,-0.0007811215245177086
0.0004080697908402855,0.003560818419199699,0.022066666666666665,0.13666666666666666,0.9972622928887519,-0.001190601595363085
0.0005137294294743661,0.004482804794715237,0.022066666666666665,0.13666666666666666,0.9959008538766367,-0.0017838952686113276
0.0006467470335517991,0.005643516872179748,0.022066666666666665,0.13666666666666666,0.9939843713931382,-0.0026204440444166288
0.0008142062755408547,0.00710476680227622,0.022066666666666665,0.13666666666666666,0.9913357216656813,-0.0037792442274289057
0.0010250249707206658,0.008944371472257118,0.022066666666666665,0.13666666666666666,0.987676595338097,-0.005385237449322825
0.0012904299833638184,0.011260296538951295,0.022066666666666665,0.13666666666666666,0.9826036937654742,-0.007621607615253919
0.0016245550981978355,0.014175873457223697,0.022066666666666665,0.13666666666666666,0.9756438865794239,-0.010708672410589018
0.002045193695981024,0.017846367329677346,0.022066666666666665,0.13666666666666666,0.9662374047027373,-0.01491615424179589
0.0025747463159117453,0.022467245339544025,0.022066666666666665,0.13666666666666666,0.9537089343266034,-0.02058414888431391
0.003241413566024709,0.02828458609096605,0.022066666666666665,0.13666666666666666,0.9372906393410393,-0.028125720222036125
0.004080697908402857,0.03560818419199701,0.022066666666666665,0.13666666666666666,0.916144651383624,-0.0380359495439679
0.005137294294743663,0.04482804794715239,0.022066666666666665,0.13666666666666666,0.8893832141807678,-0.050911071488681105
0.006467470335517992,0.05643516872179749,0.022066666666666665,0.13666666666666666,0.8561201956289415,-0.06746525794682236
0.00814206275540855,0.07104766802276222,0.022066666666666665,0.13666666666666666,0.8154841599292662,-0.08858447033446445
0.01025024970720666,0.08944371472257122,0.022066666666666665,0.13666666666666666,0.7666030896123854,-0.11542943475697803
0.012904299833638187,0.11260296538951299,0.022066666666666665,0.13666666666666666,0.7086820841375002,-0.14954854629672
0.016245550981956736,0.14175873457204832,0.022066666666666665,0.13666666666666666,0.6411059436573138,-0.19307019677777473
0.020451936821510912,0.17846367208997307,0.022066666666666665,0.13666666666666666,0.5639142276685859,-0.2487869479369033
0.02574735337235632,0.2246714953957794,0.022066666666666665,0.13666666666666666,0.4789871429526651,-0.31967614382896564
0.032398412023378766,0.2827086563994657,0.022066666666666665,0.13666666666666666,0.3919810713978348,-0.4067349043722766
0.04026743088154871,0.351373742421891,0.022066666666666665,0.13666666666666666,0.31674403759609154,-0.49929155154629856
0.046966402323229135,0.4098289906040937,0.022066666666666665,0.13666666666666666,0.27308723054340767,-0.5636986068327693
0.05181357246443005,0.4521254141747823,0.022066666666666665,0.13666666666666666,0.2502144755443713,-0.6016875688744526
0.05580035199434561,0.4869140662682863,0.022066666666666665,0.13666666666666666,0.23516015117225444,-0.6286362692974872
0.05935507403683872,0.517932583218488,0.022066666666666665,0.13666666666666666,0.22360410408086284,-0.6505202295722207
0.0626678014814006,0.5468394544624834,0.022066666666666665,0.13666666666666666,0.21378828388900337,-0.6700160988549143
0.06583876495314071,0.574509292784823,0.022066666666666665,0.13666666666666666,0.20486495248724376,-0.6885323326836779
0.06892790647107153,0.6014651524526311,0.022066666666666665,0.13666666666666666,0.1963554400256118,-0.7069570621023646
0.07197452241756612,0.6280499338356555,0.022066666666666665,0.13666666666666666,0.18801040295288332,-0.7258181197786743
0.07500626437329606,0.6545049247233514,0.022066666666666665,0.13666666666666666,0.1797070716150785,-0.7454348327241949
0.07804373594853702,0.6810099122908989,0.022066666666666665,0.13666666666666666,0.17141072695966406,-0.7659620032201943
0.08110304258229549,0.7077054326552835,0.022066666666666665,0.13666666666666666,0.16316329483455477,-0.7873775333499289
0.0841973002664435,0.7347059360073603,0.022066666666666665,0.13666666666666666,0.1550457570320546,-0.8095401141269379
0.08733757564140661,0.7621079898901101,0.022066666666666665,0.13666666666666666,0.14717080641102306,-0.8321783304334074
0.09053349697774195,0.7899956106260205,0.022066666666666665,0.13666666666666666,0.13966568393803583,-0.8549102875657043
0.09379366527976926,0.8184438506088069,0.022066666666666665,0.13666666666666666,0.13265684143185985,-0.8772703474947853
0.09712593894896661,0.8475212822771956,0.022066666666666665,0.13666666666666666,0.1262540985488244,-0.8987545146093286
0.100537635602729,0.877291759186117,0.022066666666666665,0.13666666666666666,0.1205279177783782,-0.9189123461779912
0.10403567791927511,0.9078156886498701,0.022066666666666665,0.13666666666666666,0.11550084332126778,-0.937414844789707
0.10762670062531683,0.9391509653169009,0.022066666666666665,0.13666666666666666,0.11113857282059587,-0.9541351844817134
0.11131712985770857,0.9713536636798306,0.022066666666666665,0.13666666666666666,0.10734877752732387,-0.969202896883629
0.1151132424753704,1.0044785556315043,0.022066666666666665,0.13666666666666666,0.10398678269208558,-0.9830218584770233
0.11902121057284486,1.0385794988904438,0.022066666666666665,0.13666666666666666,0.10087011532134987,-0.9962374826574556
0.12304713493914989,1.0737097289629136,0.022066666666666665,0.13666666666666666,0.09779981014850608,-1.009661988275141
0.12719707021371413,1.109922078653701,0.022066666666666665,0.13666666666666666,0.0945997097067862,-1.0241101962930732
0.1314770438326701,1.1472691433915365,0.022066666666666665,0.13666666666666666,0.09113944587883949,-1.0402936162242074
0.13589307042008444,1.1858034068070196,0.022066666666666665,0.13666666666666666,0.08736469363092139,-1.0586640417266582
0.14045116298721871,1.225577338457406,0.022066666666666665,0.13666666666666666,0.08330421587848726,-1.0793330191642512
0.14515734211095305,1.2666434739175658,0.022066666666666665,0.13666666666666666,0.07908566857036463,-1.1019022096087434
0.15001764413793447,1.309054486369411,0.022066666666666665,0.13666666666666666,0.07489448974119442,-1.125550133742784
0.15503812938164596,1.3528632581295459,0.022066666666666665,0.13666666666666666,0.07093547768320915,-1.1491365023573366
0.16022489122988282,1.3981229601211416,0.022066666666666665,0.13666666666666666,0.067393945441302,-1.1713791179979525
0.16558406704914325,1.4448871470256828,0.022066666666666665,0.13666666666666666,0.06436974120637881,-1.1913182369152682
0.1711218517527309,1.4932098756782801,0.022066666666666665,0.13666666666666666,0.06184977442810141,-1.2086618799444722
0.17684451488626637,1.5431458541559022,0.022066666666666665,0.13666666666666666,0.0597050313159701,-1.2239890695290498
0.18275842207559417,1.5947506289318865,0.022066666666666665,0.13666666666666666,0.057738606692658734,-1.2385337004170378
0.18887006167780016,1.6480808174328112,0.022066666666666665,0.13666666666666666,0.055726496225255176,-1.2539382621272488
0.19518607747845154,1.7031943933547256,0.022066666666666665,0.13666666666666666,0.053488440179975415,-1.2717400667358814
0.2017133082916128,1.7601510322130263,0.022066666666666665,0.13666666666666666,0.05098635028023084,-1.2925460747139494
0.2084588353501913,1.8190125248707794,0.022066666666666665,0.13666666666666666,0.04832979562433233,-1.3157850413894119
0.21543003843140301,1.8798432672897298,0.022066666666666665,0.13666666666666666,0.045721035887004685,-1.3398839384929944
0.2226346617565478,1.9427108355719704,0.022066666666666665,0.13666666666666666,0.043347145118046077,-1.3630395002709845
0.2300808908492355,2.0076866566250917,0.022066666666666665,0.13666666666666666,0.04132260354559984,-1.3838123234092807
0.23777744174798393,2.0748467866316225,0.022066666666666665,0.13666666666666666,0.03963243736112569,-1.401949218103933
0.24573366426760843,2.144272812108276,0.022066666666666665,0.13666666666666666,0.038128698927616125,-1.4187480139814406
0.25395966141378107,2.2160528919178106,0.022066666666666665,0.13666666666666666,0.03661441021132975,-1.4363479571307884
0.2624664276080333,2.290282963420884,0.022066666666666665,0.13666666666666666,0.034968064418300034,-1.4563284064587358
0.27126600911740667,2.367068142385748,0.022066666666666665,0.13666666666666666,0.033200263147007664,-1.4788584740417334
0.28037169105891785,2.4465243547898594,0.022066666666666665,0.13666666666666666,0.03143959647351587,-1.5025230367563578
0.2897982166391682,2.528780249905482,0.022066666666666665,0.13666666666666666,0.029847330214114978,-1.5250945095976776
0.29956204599845937,2.6139794589743404,0.022066666666666665,0.13666666666666666,0.028476360811839473,-1.5455155129397646
0.30968166430463395,2.7022832836355493,0.022066666666666665,0.13666666666666666,0.027251727346149977,-1.5646059648322617
0.320177951796608,2.7938739249267717,0.022066666666666665,0.13666666666666666,0.0260435163555456,-1.5843003783715264
0.33107463261912684,2.8889583998178607,0.022066666666666665,0.13666666666666666,0.024771283925749905,-1.606051482819996
0.3423988249717413,2.9877733418127512,0.022066666666666665,0.13666666666666666,0.023480026997410065,-1.6293014080709531
0.35418172299250733,3.0905909510689997,0.022066666666666665,0.13666666666666666,0.022265785378292616,-1.6523619814470594
0.36645945193498636,3.197726456675274,0.022066666666666665,0.13666666666666666,0.021179087021598434,-1.6740927651930229
0.379274154154529,3.309547592971457,0.022066666666666665,0.13666666666666666,0.02016578118901503,-1.6953849494804556
0.3926753866746722,3.426486794717908,0.022066666666666665,0.13666666666666666,0.019149998382938373,-1.717831258367994
0.40672194562631886,3.5490571171581053,0.022066666666666665,0.13666666666666666,0.01812634843530498,-1.7416896759994904
0.42148428514334946,3.677873343310205,0.022066666666666665,0.13666666666666666,0.017148917638585795,-1.7657632854418193
0.43704777927383653,3.8136804474156767,0.022066666666666665,0.13666666666666666,0.016236882316522185,-1.7894973570353696
0.45351720395327416,3.9573927046533526,0.022066666666666665,0.13666666666666666,0.015358295096587355,-1.8136569920675172
0.47102302554643855,4.110148564977649,0.022066666666666665,0.13666666666666666,0.01448067880906795,-1.8392110792906229
0.48973043437780717,4.2733894797365375,0.022066666666666665,0.13666666666666666,0.013626132856495094,-1.8656273809506048
0.509852673258534,4.448976206444451,0.022066666666666665,0.13666666666666666,0.012808955946499468,-1.8924862680033945
0.5316713152234909,4.639365752386483,0.022066666666666665,0.13666666666666666,0.012000511205449756,-1.9208002532042803
0.5555682263732233,4.84789028248886,0.022066666666666665,0.13666666666666666,0.011199895280105144,-1.9507860379981308
0.5820780718230819,5.079215286414327,0.022066666666666665,0.13666666666666666,0.010412844155608928,-1.9824306314519642
0.6119788540754988,5.340129616714649,0.022066666666666665,0.13666666666666666,0.0096209241692013,-2.016783208387675
0.6464572199867834,5.640987957999855,0.022066666666666665,0.13666666666666666,0.008822126225473875,-2.0544267327019545
0.6874312448883845,5.9985274423070205,0.022066666666666665,0.13666666666666666,0.008000074502129214,-2.096905968543938
0.7382309034186887,6.4418054399536535,0.022066666666666665,0.13666666666666666,0.007138426818380051,-2.146397488416575
0.8051486389916767,7.025729834133305,0.022066666666666665,0.13666666666666666,0.006208606261420376,-2.2070058814512525
0.9011052848868266,7.863047861141594,0.022066666666666665,0.13666666666666666,0.005173309761217495,-2.286231516649907
1.0525541551647213,9.184591231803852,0.022066666666666665,0.13666666666666666,0.004012963390689538,-2.3965348022133437
1.29413782839498,11.29265120763508,0.022066666666666665,0.13666666666666666,0.0028516583262484653,-2.5449025110481185
1.6262884053343178,14.190998301346578,0.022066666666666665,0.13666666666666666,0.0019454515229086636,-2.710979586549043
1.0444913841319867e-05,8.613177988993843e-05,0.022066666666666665,0.14333333333333334,1.0,0.0
1.3149367458838211e-05,0.00010843348646650531,0.022066666666666665,0.14333333333333334,0.9999988846200453,-4.844036297119773e-07
1.655407284295072e-05,0.00013650967160212248,0.022066666666666665,0.14333333333333334,0.9999971428064441,-1.2408651677366927e-06
2.0840342970682376e-05,0.00017185549453558856,0.022066666666666665,0.14333333333333334,0.9999944742030996,-2.399829732447357e-06
2.623643735629799e-05,0.0002163532492273061,0.022066666666666665,0.14333333333333334,0.9999902434321963,-4.237244229960502e-06
3.302971770278932e-05,0.00027237260337649243,0.022066666666666665,0.14333333333333334,0.9999834132843983,-7.203578800727246e-06
4.1581950960429143e-05,0.00034289679186720015,0.022066666666666665,0.14333333333333334,0.9999726364725489,-1.1883991572144939e-05
5.234857473606313e-05,0.00043168148490431386,0.022066666666666665,0.14333333333333334,0.9999555847192901,-1.928973970725106e-05
6.590295100643602e-05,0.0005434547911470809,0.022066666666666665,0.14333333333333334,0.9999286039910571,-3.1007999650700437e-05
8.29668997342283e-05,0.0006841690467363521,0.022066666666666665,0.14333333333333334,0.9998859760949773,-4.952277620023693e-05
0.00010444913841319874,0.0008613177988993848,0.022066666666666665,0.14333333333333334,0.9998187567544143,-7.872007539657701e-05
0.0001314936745883822,0.0010843348646650537,0.022066666666666665,0.14333333333333334,0.9997130126807138,-0.00012465489718529248
0.0001655407284295073,0.0013650967160212255,0.022066666666666665,0.14333333333333334,0.9995473876917166,-0.00019661152568443123
0.00020840342970682388,0.0017185549453558866,0.022066666666666665,0.14333333333333334,0.9992896811860833,-0.00030859715543870734
0.0002623643735629801,0.0021635324922730627,0.022066666666666665,0.14333333333333334,0.9988927113050737,-0.0004811558084627965
0.00033029717702789344,0.0027237260337649263,0.022066666666666665,0.14333333333333334,0.9982901745775097,-0.000743203301172703
0.0004158195096042917,0.003428967918672004,0.022066666666666665,0.14333333333333334,0.9973942569236998,-0.0011331368129908514
0.0005234857473606317,0.004316814849043142,0.022066666666666665,0.14333333333333334,0.9960965352823993,-0.0016985705031577157
0.0006590295100643606,0.005434547911470813,0.022066666666666665,0.14333333333333334,0.9942676149144546,-0.0024967061077548506
0.0008296689973422835,0.006841690467363525,0.022066666666666665,0.14333333333333334,0.9917362215813057,-0.0036038245647026
0.0010444913841319882,0.008613177988993855,0.022066666666666665,0.14333333333333334,0.98823380941577,-0.00514029212689836
0.0013149367458838229,0.010843348646650545,0.022066666666666665,0.14333333333333334,0.9833712923240011,-0.00728247427166232
0.0016554072842950743,0.013650967160212265,0.022066666666666665,0.14333333333333334,0.9766883773486388,-0.010243980381339387
0.0020840342970682405,0.017185549453558883,0.022066666666666665,0.14333333333333334,0.9676406810854107,-0.014285881526031512
0.0026236437356298025,0.02163532492273064,0.022066666666666665,0.14333333333333334,0.9555666342104665,-0.01973902304026521
0.003302971770278937,0.027237260337649286,0.022066666666666665,0.14333333333333334,0.9397088205536369,-0.027006696631090153
0.00415819509604292,0.034289679186720066,0.022066666666666665,0.14333333333333334,0.91923410091174,-0.036573872958704894
0.005234857473606321,0.04316814849043145,0.022066666666666665,0.14333333333333334,0.8932515857802386,-0.04902620412636678
0.006590295100643611,0.05434547911470817,0.022066666666666665,0.14333333333333334,0.8608587004977265,-0.06506812686233372
0.00829668997342284,0.06841690467363529,0.022066666666666665,0.14333333333333334,0.8211586423490005,-0.08557293199009512
0.010444913841319889,0.0861317798899386,0.022066666666666665,0.14333333333333334,0.7732422857988228,-0.11168440401371349
0.013149367458838239,0.10843348646650554,0.022066666666666665,0.14333333333333334,0.7162690701883397,-0.1449238020684469
0.016554072842921395,0.13650967160188066,0.022066666666666665,0.14333333333333334,0.6495786555749741,-0.1873682539613139
0.020840342795172394,0.17185549308828252,0.022066666666666665,0.14333333333333334,0.5731665150606813,-0.24171918943511359
0.02623630562246927,0.21635216291206102,0.022066666666666665,0.14333333333333334,0.4888719557638396,-0.3108048754102193
0.0330116921983536,0.27222395985448267,0.022066666666666665,0.14333333333333334,0.40227158892537307,-0.39548063908831593
0.04098826273630658,0.3380010670943368,0.022066666666666665,0.14333333333333334,0.327343671569958,-0.48499605073652613
0.04769796754214553,0.3933312331677751,0.022066666666666665,0.14333333333333334,0.28384516787748804,-0.5469184947167275
0.052566801533692815,0.4334810461821837,0.022066666666666665,0.14333333333333334,0.26064696249570396,-0.583947331849723
0.05658429190888694,0.4666104335532183,0.022066666666666665,0.14333333333333334,0.24515648816510266,-0.6105566084874963
0.06017248671689851,0.49619972553792063,0.022066666666666665,0.14333333333333334,0.23317387603186002,-0.63232010798995
0.06351970448303404,0.5238018511520124,0.022066666666666665,0.14333333333333334,0.22296105069394773,-0.6517709976966696
0.06672569140228603,0.5502393463629963,0.022066666666666665,0.14333333333333334,0.21367682949682024,-0.6702425689320745
0.06985028667820244,0.5760056625470239,0.022066666666666665,0.14333333333333334,0.20484401173464734,-0.6885767273838267
0.07293281163636679,0.6014250547253995,0.022066666666666665,0.14333333333333334,0.19621549931021545,-0.7072666901312114
0.07600098699791834,0.626726115980635,0.022066666666666665,0.14333333333333334,0.1876653722161368,-0.7266158554704177
0.07907549967038405,0.652079436534228,0.022066666666666665,0.14333333333333334,0.1791497810687651,-0.7467837182301359
0.08217254131256677,0.6776185374868067,0.022066666666666665,0.14333333333333334,0.17070841073819681,-0.7677450808348759
0.08530531296214386,0.7034522784124012,0.022066666666666665,0.14333333333333334,0.162414624428272,-0.7893748678131748
0.08848496386621973,0.7296725992266607,0.022066666666666665,0.14333333333333334,0.1543769623695471,-0.8114175088077632
0.09172120232788347,0.7563595574042067,0.022066666666666665,0.14333333333333334,0.14671561251030266,-0.8335236689358851
0.09502270710148865,0.7835847204630729,0.022066666666666665,0.14333333333333334,0.1395514447130824,-0.8552656630974437
0.09839741247694914,0.8114135168522468,0.022066666666666665,0.14333333333333334,0.13298551299712874,-0.8761956670636534
0.10185271052390864,0.8399069037155742,0.022066666666666665,0.14333333333333334,0.12708640886853229,-0.8959008921604639
0.10539559731742439,0.8691225727110311,0.022066666666666665,0.14333333333333334,0.12187534941597063,-0.9140841261716804
0.10903278024617372,0.8991158349052257,0.022066666666666665,0.14333333333333334,0.11731609229852394,-0.9306424114386048
0.11277075763360267,0.9299402773524134,0.022066666666666665,0.14333333333333334,0.11331742155506198,-0.9457033160537226
0.11661587825386696,0.9616482538801563,0.022066666666666665,0.14333333333333334,0.10973531116058088,-0.9596536005513718
0.12057438600203893,0.9942912534527674,0.022066666666666665,0.14333333333333334,0.10639432862376191,-0.9730815215997161
0.12465245347126633,1.0279201770582709,0.022066666666666665,0.14333333333333334,0.10310655514019097,-0.9867137229733741
