k (h/Mpc),x,omega_b,omega_m,omega_nu,T(k),log10(T(k))
0.00010466277427837324,0.00086649020563383,0.0234,0.14333333333333334,0.000856,0.9998338772963068,-7.215216675526174e-05
0.00013176262620792102,0.0010908465389431823,0.0234,0.14333333333333334,0.000856,0.9997368267818253,-0.00011430971872611406
0.0001658793184578879,0.0013732944282432878,0.0234,0.14333333333333334,0.000856,0.9995847020709163,-0.00018039906121851624
0.00020882968929773234,0.0017288752535908167,0.0234,0.14333333333333334,0.000856,0.9993477008523703,-0.00028338235545161746
0.00026290100259399567,0.0021765249905675637,0.0234,0.14333333333333334,0.000856,0.9989819139088421,-0.00044237439733237565
0.00033097275295174546,0.002740082620030567,0.0234,0.14333333333333334,0.000856,0.9984250277055916,-0.0006845409847687892
0.0004166700093024253,0.003449559640772022,0.0234,0.14333333333333334,0.000856,0.997593097254781,-0.0010465645761559032
0.0005245564630433354,0.004342738291267458,0.0234,0.14333333333333334,0.000856,0.9963796695411921,-0.0015751425327142506
0.0006603774612461229,0.005467183591648182,0.0234,0.14333333333333334,0.000856,0.9946527416793689,-0.0023285159332498973
0.000831365967338862,0.006882776354470003,0.0234,0.14333333333333334,0.000856,0.9922334638181467,-0.003386130145538682
0.0010466277427837332,0.008664902056338308,0.0234,0.14333333333333334,0.000856,0.9888436779413216,-0.004872358729823015
0.001317626262079211,0.01090846538943183,0.0234,0.14333333333333334,0.000856,0.9840787529972866,-0.006970144837383276
0.00165879318457888,0.013732944282432885,0.0234,0.14333333333333334,0.000856,0.9774420613993319,-0.009908976295578948
0.002088296892977325,0.017288752535908176,0.0234,0.14333333333333334,0.000856,0.9683404813707343,-0.013971912132650043
0.0026290100259399583,0.021765249905675653,0.0234,0.14333333333333334,0.000856,0.9560501335039778,-0.019519333525923083
0.003309727529517457,0.027400826200305685,0.0234,0.14333333333333334,0.000856,0.9397643159474075,-0.026981049716724045
0.004166700093024256,0.034495596407720236,0.0234,0.14333333333333334,0.000856,0.9186395150055501,-0.036854877468316734
0.005245564630433357,0.0434273829126746,0.0234,0.14333333333333334,0.000856,0.8918301136240331,-0.049717867308293556
0.006603774612461232,0.05467183591648185,0.0234,0.14333333333333334,0.000856,0.8585047212327604,-0.0662573121516405
0.008313659673388624,0.06882776354470006,0.0234,0.14333333333333334,0.000856,0.8178161832146486,-0.08734429973511654
0.010466277427837336,0.08664902056338311,0.0234,0.14333333333333334,0.000856,0.7689037035022493,-0.11412804726787523
0.013176262620792117,0.10908465389431835,0.0234,0.14333333333333334,0.000856,0.710951594725699,-0.1481599672859243
0.016587931845762686,0.13732944282411266,0.0234,0.14333333333333334,0.000856,0.64334055099547,-0.19155907331822866
0.020882968769173997,0.1728875240295004,0.0234,0.14333333333333334,0.000856,0.5661561350648178,-0.24706378215790636
