Complexity,Loss,Equation
1,0.5247787,"-0.9167678"
3,0.2547811,"(-0.70776105 - k)"
5,0.008660387,"(-2.427586 * (k ^ 0.44654953))"
7,0.0037075116,"((-3.3737864 * (k ^ 0.5437193)) + k)"
8,0.00019501764,"(log10(0.043832984 / (k + 0.043005593)) * 1.6728499)"
10,0.00014761597,"(log10(0.04529958 / (k + 0.04459113)) * (1.840002 - omega_m))"
12,0.00014673322,"(log10((0.04529958 / (k + 0.04459113)) + omega_nu) * (1.8436894 - omega_m))"
14,0.00014192403,"(log10((0.04529958 / (k + 0.04459113)) + (0.035249017 * omega_b)) * (1.8436894 - omega_m))"
15,0.0001416324,"(log10((0.04529958 / (k + 0.04459113)) + (0.04459113 * log10(1.0381187))) * (1.8436894 - omega_m))"
16,0.00014042328,"((log10((0.04529958 / (k + 0.04459113)) + (0.035249017 * omega_b)) * (1.8436894 - omega_m)) - omega_nu)"
18,0.00013711375,"(log10(0.04540803 / ((0.04529958 + (k - omega_nu)) / ((k ^ 1.6564832) ^ omega_nu))) * (1.8400135 - omega_m))"
20,0.0001342093,"(log10(0.04530884 / ((((0.04530884 - omega_nu) + k) / ((k ^ 2.7669535) ^ omega_nu)) - omega_nu)) * (1.8400135 - omega_m))"
21,0.00012171758,"(log10(0.04529958 / ((((0.04529958 / 1.0168676) + k) * ((k ^ log10(omega_nu)) ^ omega_nu)) - omega_nu)) * (1.8400135 - omega_m))"
22,0.00011960269,"(log10(0.04530884 / ((((0.04530884 - omega_nu) + k) / (((k ^ 2.7669535) ^ 1.3389742) ^ omega_nu)) - omega_nu)) * (1.8400135 - omega_m))"
24,0.00011672751,"(log10(0.04529958 / ((((0.04529958 / 1.0168676) + k) * ((k ^ -3.3737864) ^ omega_nu)) - omega_nu)) * ((1.8400135 + 0.04529958) - (omega_m / 0.7492423)))"
