Complexity,Loss,Equation
1,0.16137303,"0.34545824"
3,0.013630861,"(1.0758972e-5 ^ k)"
5,0.00084501546,"((omega_m ^ k) ^ 11.334688)"
7,0.00016204816,"(((k / 0.06717499) + 0.99265164) ^ -2.1568658)"
8,0.00016190657,"(((k / 0.06717499) + 0.99265164) ^ log10(0.006930727))"
9,3.151773e-5,"(1.2093383 / (((k / omega_b) ^ 1.3735726) + 1.2093383))"
10,1.5011854e-5,"(1.2175702 / (((k / log10(1.0523862)) ^ 1.3707764) + 1.2175702))"
12,1.468083e-5,"(1.2093383 / ((((k / log10(1.0523862)) ^ 1.3707764) / 1.0141004) + 1.2093383))"
14,1.2215687e-5,"(1.2093383 / ((((k / log10(1.0523862)) ^ 1.3707764) / (0.8689852 + omega_m)) + 1.2093383))"
16,1.0634359e-5,"(1.2093383 / ((((k / log10(1.0523862)) ^ 1.3707764) / ((0.8689852 + omega_m) ^ 1.9332958)) + 1.2093383))"
18,1.0549306e-5,"(1.2093383 / ((((k / log10(1.0523862)) ^ 1.3707764) / (((0.8689852 + omega_m) ^ 2.480969) - 0.000726687)) + 1.2093383))"
20,9.624778e-6,"((1.2093383 - (0.17339066 * k)) / ((((k / log10(1.0523862)) ^ 1.3659546) / ((0.8689852 + omega_m) ^ 2.480969)) + 1.2093383))"
24,9.495708e-6,"((1.2093383 - ((0.1537046 * k) * (2.0266993 ^ k))) / ((((k / log10(1.0523862)) ^ 1.3659546) / ((0.8689852 + omega_m) ^ 2.480969)) + 1.2093383))"
