Complexity,Loss,Equation
1,31.34953,"2.3313782"
3,5.527825,"(x0 * x0)"
5,1.9806371,"((x0 * x0) + -1.8833827)"
7,1.9623431,"(((x0 * x0) / 1.0250112) - 1.780605)"
8,0.49515933,"((x0 * x0) + (cos(x3) - 1.9416926))"
10,1.7065219e-8,"((x0 * x0) + ((cos(x3) / 0.50004643) + -1.9999887))"
11,2.0554627e-13,"((((x0 * x0) + -2.0) + cos(x3)) + cos(x3))"
17,1.5165744e-13,"(((x0 * x0) + (((cos(x3) * 1.9999998) - (0.29092497 + 0.0011011021)) - cos(0.04071612))) + -0.7088027)"
20,1.3965745e-13,"(((x0 * x0) + (((cos(x3) * 2.0) - (0.7731428 + 0.48331892)) - (cos(cos(1.3135154)) / -2.1627796))) + -1.1910186)"
