tau,ell,EE/EE_planck
0.0419,25,1.0240522248860744
0.0472,25,1.014438291633594
0.0524,25,1.0058978887450052
0.0561,25,1.0
0.0629,25,0.9889141495113362
0.0682,25,0.9802648840019513
0.0735,25,0.9720003102897218
0.0787,25,0.9641770089242466
0.084,25,0.9564699301593037
0.0893,25,0.949413072059608
0.0945,25,0.9440120476520141
0.0998,25,0.9415061028491821
0.105,25,0.9433540400175665
0.1103,25,0.9508463270371345
0.1156,25,0.9646753764309763
0.1208,25,0.9842592187466607
0.1261,25,1.010037451951149
0.0261,26,1.0568220317527162
0.0314,26,1.0458043257420153
0.0366,26,1.035203989936378
0.0419,26,1.02469540871574
0.0472,26,1.0147896512832704
0.0524,26,1.0058717377215503
0.0561,26,1.0
0.0629,26,0.989282184692947
0.0682,26,0.9807438373153455
0.0735,26,0.9722418821413692
0.0787,26,0.9640591215659686
0.084,26,0.9559714605211183
0.0893,26,0.9481263502342935
0.0945,26,0.9408809373745588
0.0998,26,0.93479146576998
0.105,26,0.9311576309957257
0.1103,26,0.9311496932030136
0.1156,26,0.9361056957396346
0.1208,26,0.9464133256089318
0.1261,26,0.9630196715612062
0.0261,27,1.057940845807532
0.0314,27,1.0468843066135727
0.0366,27,1.0362022011072425
0.0419,27,1.0255899617890836
0.0472,27,1.0154466986490196
0.0524,27,1.0060298394351135
0.0561,27,1.0
0.0629,27,0.9895404011013815
0.0682,27,0.9813169944538924
0.0735,27,0.9728045077335342
0.0787,27,0.9643998908617424
0.084,27,0.9561228724201909
0.0893,27,0.9481379388601526
0.0945,27,0.9403974812913233
0.0998,27,0.9328505588399177
0.105,27,0.9262711902223423
0.1103,27,0.9213741238941154
0.1156,27,0.9195313130217312
0.1208,27,0.9216786468831006
0.1261,27,0.929022446839308
0.0261,28,1.0589488863359082
0.0314,28,1.047852096143407
0.0366,28,1.0371319179104468
0.0419,28,1.0264249895286308
0.0472,28,1.016073077948395
0.0524,28,1.0063053472081422
0.0561,28,1.0
0.0629,28,0.9892806475177702
0.0682,28,0.9813042860617831
0.0735,28,0.9731894373155727
0.0787,28,0.9649875647815086
0.084,28,0.9566558447426088
0.0893,28,0.9484663276109909
0.0945,28,0.9404044332932967
0.0998,28,0.9322687822896467
0.105,28,0.9244698487954328
0.1103,28,0.9172514569609376
0.1156,28,0.911585885103429
0.1208,28,0.9083885117180972
0.1261,28,0.9087265570589428
0.0261,29,1.0597688935873715
0.0314,29,1.0486375156329353
0.0366,29,1.037908930669945
0.0419,29,1.0271159412485134
0.0472,29,1.0165955739873873
0.0524,29,1.0066209844553158
0.0561,29,1.0
0.0629,29,0.9886780264694085
0.0682,29,0.9807637956288032
0.0735,29,0.9731597483564324
0.0787,29,0.9654010861087929
0.084,29,0.9571748406061278
0.0893,29,0.948805782061561
0.0945,29,0.9405160910929654
0.0998,29,0.932232204097032
0.105,29,0.9242176704759977
0.1103,29,0.9163550428180885
0.1156,29,0.909078513809594
0.1208,29,0.9029657455542742
0.1261,29,0.8986873703800461
0.0261,30,1.060374854947247
0.0314,30,1.0492223000354395
0.0366,30,1.0384915632741192
0.0419,30,1.027634776507692
0.0472,30,1.017005279280897
0.0524,30,1.006900878934341
0.0561,30,1.0
0.0629,30,0.9880334471988841
0.0682,30,0.9799211695608611
0.0735,30,0.9725512322615053
0.0787,30,0.9651926833744845
0.084,30,0.9572748934168869
0.0893,30,0.9490209953365681
0.0945,30,0.9407726010802628
0.0998,30,0.9325636497027996
0.105,30,0.9246698433216236
0.1103,30,0.9167959757849748
0.1156,30,0.90900729863294
0.1208,30,0.9015576621440712
0.1261,30,0.8946647101465088
0.0261,31,1.0607605991898403
0.0314,31,1.0496044066232253
0.0366,31,1.0388598319570077
0.0419,31,1.027970446130264
0.0472,31,1.017298964819872
0.0524,31,1.0070901552796367
0.0561,31,1.0
0.0629,31,0.9875712590336979
0.0682,31,0.9789788585946864
0.0735,31,0.9713138769039987
0.0787,31,0.9640963894117472
0.084,31,0.9566702191725377
0.0893,31,0.9489674164019329
0.0945,31,0.9411237741514423
0.0998,31,0.9330568230105031
0.105,31,0.9251436692000263
0.1103,31,0.9171249090251828
0.1156,31,0.9090618228151742
0.1208,31,0.9011298215829444
0.1261,31,0.8931983933819747
0.0261,32,1.060990351511877
0.0314,32,1.0498397701723963
0.0366,32,1.039068431175579
0.0419,32,1.028171155937521
0.0472,32,1.0174929708395797
0.0524,32,1.0072003757741554
0.0561,32,1.0
0.0629,32,0.9872771393807573
0.0682,32,0.9780907279569643
0.0735,32,0.9698036698255394
0.0787,32,0.9624590433471139
0.084,32,0.9554554238589994
0.0893,32,0.9484381346666223
0.0945,32,0.9411790261517885
0.0998,32,0.9333614774533144
0.105,32,0.9254259954537911
0.1103,32,0.9172385874151094
0.1156,32,0.9090454771111817
0.1208,32,0.9010988029946531
0.1261,32,0.8930699780559486
0.0261,33,1.0611415077210438
0.0314,33,1.0499950535243334
0.0366,33,1.0391866889066015
0.0419,33,1.0282964995389472
0.0472,33,1.0176074777599737
0.0524,33,1.0072578945447908
0.0561,33,1.0
0.0629,33,0.9870824256682799
0.0682,33,0.9773914484381181
0.0735,33,0.9684518070650217
0.0787,33,0.9607509271807265
0.084,33,0.9538081233396976
0.0893,33,0.9472228340443205
0.0945,33,0.9404897317264732
0.0998,33,0.9331123029400147
0.105,33,0.9254224972059822
0.1103,33,0.9173482113791286
0.1156,33,0.909256804849377
0.1208,33,0.9014726472318838
0.1261,33,0.8936352653734944
0.0261,34,1.0612701994264284
0.0314,34,1.0501206421050877
0.0366,34,1.0392696460340434
0.0419,34,1.0283926587603085
0.0472,34,1.0176628838783204
0.0524,34,1.0072849977687062
0.0561,34,1.0
0.0629,34,0.9869322500346053
0.0682,34,0.9769684010068561
0.0735,34,0.9675676417778818
0.0787,34,0.9593367738563962
0.084,34,0.9519214336083105
0.0893,34,0.9452512098126954
0.0945,34,0.9387982576150979
0.0998,34,0.9320611502810364
0.105,34,0.9250274654244207
0.1103,34,0.9175272286391412
0.1156,34,0.9098145945497993
0.1208,34,0.9021676285158374
0.1261,34,0.8943498685333503
0.0261,35,1.0613647881463604
0.0314,35,1.0502163507393938
0.0366,35,1.039329970891148
0.0419,35,1.028465008893869
0.0472,35,1.0176838615580104
0.0524,35,1.0072930397458697
0.0561,35,1.0
0.0629,35,0.9868124522474694
0.0682,35,0.9767536187095792
0.0735,35,0.9670746325104577
0.0787,35,0.9582652530582755
0.084,35,0.9500822343940314
0.0893,35,0.942951687114781
0.0945,35,0.9364960464379187
0.0998,35,0.9303400163226653
0.105,35,0.9240716251554214
0.1103,35,0.9173570842710516
0.1156,35,0.9102010607501073
0.1208,35,0.9027482290776121
0.1261,35,0.8949335594827668
0.0261,36,1.061398656402971
0.0314,36,1.0502704018378302
0.0366,36,1.0393699858412062
0.0419,36,1.028509298916451
0.0472,36,1.0176948666155041
0.0524,36,1.0072903128070265
0.0561,36,1.0
0.0629,36,0.9867189026203109
0.0682,36,0.9766466902622741
0.0735,36,0.9668111574908084
0.0787,36,0.9575098281344122
0.084,36,0.9485847198408759
0.0893,36,0.9408462132548856
0.0945,36,0.9341045394028696
0.0998,36,0.9281619260687402
0.105,36,0.9223796011920795
0.1103,36,0.9163269061447686
0.1156,36,0.9097777233684486
0.1208,36,0.9027196062910285
0.1261,36,0.8951806697960278
0.0261,37,1.0613570364971239
0.0314,37,1.050276181089557
0.0366,37,1.0393921905379164
0.0419,37,1.0285241768042939
0.0472,37,1.0177136385454446
0.0524,37,1.0072836405106091
0.0561,37,1.0
0.0629,37,0.9866483582373042
0.0682,37,0.9765685460378916
0.0735,37,0.966646401659973
0.0787,37,0.957036897627041
0.084,37,0.947632165963038
0.0893,37,0.9393206552808528
0.0945,37,0.9320347685677841
0.0998,37,0.9257418853094235
0.105,37,0.9198988429514073
0.1103,37,0.914135152896031
0.1156,37,0.9081267369566416
0.1208,37,0.9017318598777051
0.1261,37,0.8949118950677112
0.0261,38,1.0612658789996345
0.0314,38,1.0502447446395786
0.0366,38,1.0394001644012967
0.0419,38,1.028518647640804
0.0472,38,1.0177365262197846
0.0524,38,1.007275712445592
0.0561,38,1.0
0.0629,38,0.9866002982439095
0.0682,38,0.9765039394575245
0.0735,38,0.9665386783610245
0.0787,38,0.9567812384399376
0.084,38,0.9471325797534201
0.0893,38,0.9383338038947555
0.0945,38,0.9303695522629845
0.0998,38,0.9233426768343164
0.105,38,0.917018229400203
0.1103,38,0.9111926737991278
0.1156,38,0.90556216059858
0.1208,38,0.8999014021122022
0.1261,38,0.894010345751804
0.0261,39,1.0611592866939576
0.0314,39,1.0501906984768914
0.0366,39,1.039397568717786
0.0419,39,1.028503678976664
0.0472,39,1.017755124196004
0.0524,39,1.0072681380328647
0.0561,39,1.0
0.0629,39,0.9865748468000257
0.0682,39,0.9764530419594387
0.0735,39,0.9664687900567637
0.0787,39,0.9566733769364775
0.084,39,0.9469301897121698
0.0893,39,0.9377478485966958
0.0945,39,0.9291119766557568
0.0998,39,0.9212254496112712
0.105,39,0.9142097455696261
0.1103,39,0.9080548465420054
0.1156,39,0.9025517019330559
0.1208,39,0.8974464984077725
0.1261,39,0.8923790123488302
0.0261,40,1.061069239882064
0.0314,40,1.050127739155236
0.0366,40,1.0393878383100246
0.0419,40,1.028489558258718
0.0472,40,1.0177615495581416
0.0524,40,1.0072624261792396
0.0561,40,1.0
0.0629,40,0.986572116453486
0.0682,40,0.9764160077312698
0.0735,40,0.9664187172965257
0.0787,40,0.9566481198399833
0.084,40,0.9468788276791604
0.0893,40,0.9374334207332274
0.0945,40,0.9282647701713149
0.0998,40,0.9196349275812041
0.105,40,0.9119158300346653
0.1103,40,0.9052423127946205
0.1156,40,0.8995337825506228
0.1208,40,0.8945716371855525
0.1261,40,0.8899267205046565
0.0261,41,1.061019535219685
0.0314,41,1.0500675163757875
0.0366,41,1.039373277412268
0.0419,41,1.028483537688564
0.0472,41,1.0177512814875962
0.0524,41,1.0072598569153548
0.0561,41,1.0
0.0629,41,0.986590244098934
0.0682,41,0.9763925864706686
0.0735,41,0.9663751913952964
0.0787,41,0.956652435970063
0.084,41,0.9468618537992329
0.0893,41,0.9372798852553874
0.0945,41,0.9278092642642942
0.0998,41,0.9187269230441807
0.105,41,0.9104447809490036
0.1103,41,0.9031401712106016
0.1156,41,0.8968612130024924
0.1208,41,0.8914888884285556
0.1261,41,0.8866730583325294
0.0261,42,1.0610080089818594
0.0314,42,1.0500162328206166
0.0366,42,1.0393524271822419
0.0419,42,1.0284829506535114
0.0472,42,1.0177314254684442
0.0524,42,1.0072610960396058
0.0561,42,1.0
0.0629,42,0.9866197159463753
0.0682,42,0.9763809974663514
0.0735,42,0.9663401464748487
0.0787,42,0.956668728819916
0.084,42,0.9468508511280863
0.0893,42,0.9372260440953128
0.0945,42,0.9276444875608947
0.0998,42,0.9183568378348325
0.105,42,0.9096648925132146
0.1103,42,0.9017024181882927
0.1156,42,0.894634802275857
0.1208,42,0.8884778300501934
0.1261,42,0.8830521502553527
0.0261,43,1.061026591398306
0.0314,43,1.0499785601553335
0.0366,43,1.039323019453247
0.0419,43,1.0284829519683993
0.0472,43,1.0177114649161245
0.0524,43,1.0072666390016363
0.0561,43,1.0
0.0629,43,0.9866496673619171
0.0682,43,0.9763791874582343
0.0735,43,0.9663189557595471
0.0787,43,0.9566883856697631
0.084,43,0.9468390867947463
0.0893,43,0.9372248686771734
0.0945,43,0.9276549312641992
0.0998,43,0.9183170122106552
0.105,43,0.9093485482922508
0.1103,43,0.9007854326456091
0.1156,43,0.89289271389546
0.1208,43,0.8858214360136057
0.1261,43,0.8795749752003393
0.0261,44,1.061067689099803
0.0314,44,1.0499589056339236
0.0366,44,1.0392829135123742
0.0419,44,1.0284789759617508
0.0472,44,1.017700336461588
0.0524,44,1.0072769543083926
0.0561,44,1.0
0.0629,44,0.9866698602959507
0.0682,44,0.9763852251578916
0.0735,44,0.9663166877808319
0.0787,44,0.9567032915996434
0.084,44,0.9468202157063251
0.0893,44,0.937232060837112
0.0945,44,0.9277318098932732
0.0998,44,0.9184118788931518
0.105,44,0.909281422891939
0.1103,44,0.900254061380141
0.1156,44,0.8916710835132077
0.1208,44,0.8837864887046448
0.1261,44,0.8767230958450505
0.0261,45,1.0611243527520942
0.0314,45,1.0499603070693344
0.0366,45,1.0392325935921454
0.0419,45,1.0284680242478448
0.0472,45,1.0177039159746613
0.0524,45,1.0072918782601727
0.0561,45,1.0
0.0629,45,0.9866735267296486
0.0682,45,0.9763970719735484
0.0735,45,0.966335345325038
0.0787,45,0.9567072449632583
0.084,45,0.9467903668473291
0.0893,45,0.9372145361699965
0.0945,45,0.9277899454461475
0.0998,45,0.9184875362592824
0.105,45,0.9092900025013784
0.1103,45,0.8999889043449381
0.1156,45,0.8909745270706214
0.1208,45,0.8825482868141156
0.1261,45,0.8748367490954928
0.0261,46,1.0611908390373994
0.0314,46,1.049981197510033
0.0366,46,1.0391824049144955
0.0419,46,1.0284524312941044
0.0472,46,1.0177176667545926
0.0524,46,1.0073088620183726
0.0561,46,1.0
0.0629,46,0.9866656855027125
0.0682,46,0.9764119392298912
0.0735,46,0.966365838621563
0.0787,46,0.9567001271696876
0.084,46,0.9467542331016985
0.0893,46,0.9371753733342961
0.0945,46,0.9278176313147023
0.0998,46,0.9185191363129674
0.105,46,0.9093232301229581
0.1103,46,0.8999087083865004
0.1156,46,0.8906905727770187
0.1208,46,0.8819704532161265
0.1261,46,0.8737867126989033
0.0261,47,1.0612619279675357
0.0314,47,1.050019010152604
0.0366,47,1.0391445651517306
