k,P_k_om_m
0.004265686515244709,24914.13865524637
0.00430001071616227,25016.434636968872
0.004334611109614007,25118.444497052536
0.004369489918006087,25220.15662566062
0.004404649381627456,25321.558841175884
0.004440091758793735,25422.63882286701
0.0044758193259922625,25523.384495104616
0.004511834378028327,25623.784778598576
0.004548139228172557,25723.82875260428
0.004584736208309503,25823.505344131197
0.004621627669087418,25922.802965823626
0.004658815980069256,26021.7098341357
0.004696303529884825,26120.21392208752
0.004734092726384275,26218.302123148584
0.004772185996792701,26315.960901980074
0.0048105857878660745,26413.176999328727
0.004849294566048389,26509.939001829265
0.0048883148176300855,26606.236097570712
0.004927649048907749,26702.056902056283
0.004967299786345086,26797.387666151062
0.005007269576735204,26892.213947777716
0.005047560987364188,26986.521732493064
0.00508817660617602,27080.298379082597
0.005129119041938771,27173.53145070124
0.005170390924412187,27266.20793482379
0.005211994904516594,27358.313885633885
0.005253933654503168,27449.83525505838
0.005296209868125579,27540.75854860679
0.005338826260813006,27631.07074604559
0.005381785569844557,27720.758600140194
0.0054250905545250765,27809.807575658637
0.005468743996362408,27898.20263283573
0.005512748699245991,27985.929201964314
0.0055571074896270285,28072.97374114446
0.005601823216699982,28159.322762230622
0.005646898752585596,28244.96207269678
0.00569233699251537,28329.87698208449
0.00573814085501753,28414.05304833735
0.005784313282104477,28497.47665282491
0.005830857239461761,28580.134251484156
0.005877775716638568,28662.011269989387
0.0059250717272397325,28743.092350107512
0.005972748309119337,28823.361653189288
0.006020808524575762,28902.802227784145
0.006069255460548475,28981.397381531937
0.00611809222881623,29059.134194617436
0.006167321966196975,29136.00157504335
0.006216947834749322,29211.98535629936
0.006266973021975653,29287.0673536477
0.0063174007410268535,29361.23045693913
0.006368234230908689,29434.461774408956
0.006419476756689861,29506.748643929885
0.006471131609711706,29578.073959767957
0.00652320210779964,29648.418843894695
0.006575691595476192,29717.767619559323
0.0066286034441759125,29786.10728219175
0.006681941052461856,29853.423118590126
0.0067357078462439044,29919.697851448676
0.006789907278998805,29984.914391547016
0.006844542831991996,30049.05648236845
0.006899618014501204,30112.10857235324
0.006955136364041846,30174.056953449886
0.007011101446594278,30234.88721543156
0.007067516856832761,30294.580173772545
0.007124386218356457,30353.116399358674
0.007181713183922084,30410.48176626483
0.007239501435678584,30466.663318342784
0.007297754685403611,30521.644729345935
0.00735647667474195,30575.40858387383
0.007415671175445838,30627.93787371057
0.007475341989617234,30679.215434421145
0.007535492949952023,30729.222359011586
0.00759612791998619,30777.940333944593
0.007657250794344013,30825.355888257738
0.007718865498988134,30871.455765392304
0.007780975991471834,30916.222908077234
0.007843586261193145,30959.63821951142
0.007906700329651127,31001.679634179585
0.007970322250704168,31042.33026956341
0.008034456110830365,31081.58182884194
0.008099106029389997,31119.418349084768
0.008164276158890125,31155.815932878668
0.008229970685251293,31190.758029522443
0.008296193828076403,31224.23147122664
0.008362949840921773,31256.21585572372
0.008430243011570252,31286.69169761461
0.008498077662306754,31315.647654176446
0.008566458150195784,31343.064549533152
0.008635388867361333,31368.914102719813
0.008704874241268985,31393.189784787046
0.008774918735010295,31415.890767219124
0.008845526847589455,31436.989324884373
0.008916703114212254,31456.459192572158
0.008988452106577432,31474.286007039933
0.009060778433170217,31490.461625508087
0.009133686739558463,31504.976712696254
0.009207181708690934,31517.80898265203
0.009281268061198134,31528.93645690257
0.009355950555695523,31538.34145393002
0.009431233989089143,31546.013760027286
0.009507123196883752,31551.941134816974
0.009583623053493386,31556.104166839046
0.009660738472554472,31558.481185610977
0.009738474407241397,31559.056628713097
0.009816835850584729,31557.82601178955
0.009895827835791793,31554.771501319654
0.009975455436570108,31549.87238362147
0.01005572376745316,31543.114882056023
0.010136637984128971,31534.47423597973
0.010218203283771227,31523.94011937357
0.010300424905373105,31511.524127950426
0.010383308130083778,31497.189413456323
0.010466858281547618,31480.9137406477
0.010551080726246161,31462.700757200837
0.010635980873842765,31442.522776049384
0.0107215641775301,31420.362009223456
0.0108078361343804,31396.21498546831
0.010894802285698552,31370.076973415846
0.010982468217378017,31341.910932609222
0.011070839560259605,31311.706469911445
0.011159921990493153,31279.464649853828
0.011249721229902114,31245.151031671958
0.01134024304635106,31208.761435981884
0.011431493254116186,31170.294047412193
0.011523477714258719,31129.72999713629
0.011616202335001415,31087.040452986676
0.01170967307210803,31042.21960288369
0.011803895929265866,30995.26381928468
0.011898876958471407,30946.158150098756
0.011994622260419018,30894.885592229683
0.012091137984892808,30841.44037752401
0.012188430331161636,30785.803221039998
0.01228650554837729,30727.96022644689
0.012385369935975889,30667.9044477813
0.012485029844082477,30605.634118713413
0.012585491673918911,30541.138933027054
0.012686761878215005,30474.388759185713
0.01278884696162301,30405.386930049368
0.012891753481135386,30334.128817370693
0.012995488046506002,30260.60977097377
0.013100057320674638,30184.79306580535
0.013205468020194984,30106.687476957453
0.013311726915666032,30026.32437838907
0.013418840832166958,29943.633230056123
0.013526816649695524,29858.632789233092
0.013635661303609941,29771.32867595865
0.01374538178507437,29681.70348978674
0.013855985141507949,29589.760491183933
0.013967478477037458,29495.476516676987
0.014079868952953642,29398.87155865133
0.014193163788171141,29299.92702347563
0.014307370259692209,29198.645169665673
0.01442249570307409,29095.035087968892
0.014538547512900204,28989.08348101722
0.014655533143255116,28880.784030051833
0.01477346010820328,28770.14566252826
0.014892335982271703,28657.171667588722
0.01501216840093645,28541.85536256941
0.015132965061113075,28424.20229647791
0.015254733721651021,28304.23448627452
0.01537748220383194,28181.95149953904
0.015501218391872079,28057.356848766773
0.01562595023342869,27930.422990633357
0.015751685740110495,27801.172569612412
0.01587843298799232,27669.66144021283
0.016006200118133782,27535.86049891395
0.0161349953371022,27399.763295032953
0.016264826917499732,27261.414413612245
0.016395703198494715,27120.811886972075
0.016527632586357286,26977.99336003561
0.01666062355499936,26832.90854497861
0.016794684646518857,26685.63057807223
0.016929824471748414,26536.14576110703
0.017066051710808446,26384.51105842731
0.017203375113664668,26230.6723701059
0.01734180350069015,26074.68374416468
0.01748134576323179,25916.6202469568
0.01762201086418147,25756.439075179813
0.017763807838551717,25594.15447942843
0.017906745794056038,25429.836986518338
0.018050833911693927,25263.457065003553
0.018196081446340533,25095.07116422658
0.01834249772734114,24924.70002476169
0.018490092159110377,24752.35791250353
0.018638874221736264,24578.147718586424
0.01878885347158918,24402.022857991673
0.01894003954193559,24224.00399068244
0.019092442143556848,24044.096058327523
0.019246071065372926,23862.447387306715
0.019400936175071135,23678.949143673333
0.019557047419739987,23493.814590038022
0.01971441482650804,23306.955993414234
0.01987304850318797,23118.45448745598
0.02003295863892583,22928.28281894983
0.020194155504855454,22736.62445518376
0.02035664945475825,22543.402019009816
0.02052045092572815,22348.678467548267
0.020685570438842046,22152.503084082804
0.020852018599835546,21954.9123240211
0.02101980609978419,21756.096775934966
0.021188943715790137,21555.925761358238
0.02135944231167442,21354.591706153788
0.02153131283867469,21152.003770259213
0.02170456633614864,20948.355215870917
0.02187921393228308,20743.570606012087
0.022055266844808682,20537.790523728014
0.022232736381720557,20331.00452350842
0.02241163394200451,20123.375296212293
0.02259197101636923,19914.910156128302
0.022773759187984362,19705.657523580245
0.022957010133224466,19495.766432017153
0.02314173562241906,19285.172278130623
0.023327947520608565,19074.00671312394
0.023515657788306433,18862.35679092173
0.023704878482267395,18650.1818283756
0.023895621756261847,18437.67723968628
0.024087899861856533,18224.841895442343
0.02428172514920143,18011.77692474232
0.02447711006782301,17798.594487104532
0.02467406716742392,17585.273696137323
0.024872609098689002,17371.888182508854
0.025072748614097924,17158.59721760584
0.025274498568744207,16945.47756565201
0.025477871921160966,16732.461273412315
0.025682881734153225,16519.814183894778
0.025889541175636938,16307.497105057595
0.02609786351948483,16095.56336757276
0.026307862146378907,15884.231137220855
0.026519550544669965,15673.460588772194
0.02673294231124392,15463.323892342782
0.02694805115239517,15253.942173392288
0.027164890884706933,15045.390361684877
0.027383475435938755,14837.738166124533
0.027603818845921016,14631.01446808968
0.027825935267456765,14425.434532259764
0.02804983896723076,14221.063591492624
0.028275544326725813,14017.705597845583
0.028503065843146567,13815.744746176755
0.028732418130350594,13615.126848398171
0.02896361591978709,13415.905927220112
0.02919667406144308,13218.201096670811
0.029431607524797232,13022.101040499592
0.029668431399781422,12827.752496970434
0.029907160897749856,12635.08287051715
0.030147811352456186,12444.140279856481
0.030390398221038388,12255.15904008188
0.030634937085011568,12068.066934438111
0.030881443651268835,11883.084895474365
0.031129933753090065,11700.12030624935
0.03138042335115896,11519.293925463966
0.03163292853458818,11340.683009242079
0.031887465521952756,11164.32039909501
0.03214405066233189,10990.391925543856
0.032402700436358935,10818.710891023702
0.03266343145728006,10649.605589248304
0.03292626047202131,10482.936568198593
0.033191204362264234,10318.79660333411
0.03345828014553025,10157.273477948524
0.03372750497627369,9998.47740225678
0.03399889614698361,9842.2587639876
0.034272471089294515,9688.880311883111
0.03454824737510601,9538.221603744121
0.03482624271771144,9390.432430486595
0.03510647497293567,9245.480661558397
0.0353889621402819,9103.444986166884
0.035673722364087855,8964.269283264257
0.03596077393469117,8828.116693434396
0.036250135289604184,8694.896914908772
0.03654182501469827,8564.732674689696
0.0368358618453975,8437.561951125504
0.037132264667882116,8313.423851005831
0.037431052520301565,8192.372622389019
0.03773224459399734,8074.385340023097
0.038035860234735715,7959.479541834829
0.03834191894395021,7847.662292211769
0.03865044037999428,7738.964622300179
0.038961444359403956,7633.329816022009
0.039274950858170635,7530.796563613196
0.039590980013024274,7431.351363659855
0.039909552122726615,7335.0209911544
0.04023068764937511,7241.690706611836
0.04055440721971717,7151.4737182530625
0.04088073162647503,7064.340379442587
0.041209681829681336,6980.209639374294
0.04154127895802535,6899.066762545406
0.04187554431021006,6820.896651496233
0.042212499356320286,6745.76464263191
0.04255216573920163,6673.500581828491
0.04289456527585066,6604.120975062651
0.04323971995881625,6537.607641198869
0.04358765195761211,6473.8563436450695
0.04393838362014079,6412.995477071858
0.04429193747412911,6354.757225041484
0.044648336228575065,6299.239988215494
0.04500760277520658,6246.339554439081
0.0453697601899517,6196.010260930054
0.045734831734420854,6148.1917380294
0.04610284085740096,6102.815487944409
0.04647381119636153,6059.827089095792
0.04684776657897299,6019.138750525234
0.04722473102463704,5980.678525187826
0.047604728746029515,5944.381375711823
0.04798778415065555,5910.186451583744
0.04837392184241728,5877.959982008139
0.04876316662319425,5847.625458755198
0.04915554349443632,5819.12766345632
0.049551077658769614,5792.330938535415
0.04994979452161529,5767.13357642591
0.050351719692821297,5743.436006731051
0.05075687898830744,5721.127780253552
0.0511652984317234,5700.108231515446
0.051577004256120315,5680.26641568482
0.051992022905635774,5661.471063585853
0.052410381037192276,5643.589952512771
0.05283210552220956,5626.491866807239
0.05325722344833036,5610.046638058478
0.053685762121160434,5594.124458023891
0.05411774906602237,5578.591213995946
0.05455321202972352,5563.310390728445
0.05499217898233823,5548.132725312333
0.05543467811900443,5532.90424380261
0.05588073786173452,5517.480251369265
0.056330386861240964,5501.72489602088
0.05678365399877661,5485.49724071372
0.05724056838798966,5468.6353707550925
0.05770115937679378,5450.975235756287
0.05816545654925299,5432.36555352046
0.05863348972748196,5412.671066786615
0.05910528897356149,5391.759841726231
0.05958088459146937,5369.495669302836
0.06006030712902696,5345.73818034374
0.060543587379861125,5320.350648230382
0.06103075638538222,5293.203834526204
0.06152184543677788,5264.178554457969
0.06201688607702288,5233.161276176509
0.06251591010290523,5200.045136164166
0.06301894956706834,5164.736564239795
0.06352603678006995,5127.151341855196
0.06403720431245731,5087.2119947491965
0.06455248499685934,5044.851613750249
0.06507191193009547,5000.021871967532
0.06559551847530137,4952.6842520339005
0.06612333826407198,4902.808060921719
0.06665540519862165,4850.3757763057465
0.06719175345396168,4795.396245471936
0.06773241748009558,4737.890046665931
0.06827743200423152,4677.885324124956
0.06882683203301308,4615.4206655498665
0.06938065285476774,4550.564962718325
0.06993893004177343,4483.40436877405
0.07050169945254328,4414.030487473335
0.0710689972341291,4342.540383140363
0.0716408598244428,4269.054470262045
0.07221732395459707,4193.724470375536
0.07279842665126446,4116.7053223275525
0.07338420523905576,4038.1521659121795
0.07397469734291742,3958.225224978775
0.07456994089054804,3877.1209072962915
0.07516997411483463,3795.046648971295
0.07577483555630829,3712.2032168713813
0.07638456406561972,3628.7843729554825
0.07699919880603466,3544.998805004099
0.07761877925594923,3461.0858190434888
0.07824334521142579,3377.2746041047726
0.07887293678874903,3293.779326623269
0.07950759442700257,3210.8040877939147
0.08014735889066667,3128.578456730955
0.08079227127223618,3047.3323854996042
0.0814423729948602,2967.274720094712
0.08209770581500263,2888.5940610120165
0.08275831182512416,2811.481445533934
0.08342423345638617,2736.1405140802703
0.08409551348137566,2662.753880335374
0.08477219501685294,2591.4814073363495
0.08545432152652087,2522.466881418629
0.08614193682381659,2455.8538347726067
0.08683508507472579,2391.7702567457377
0.08753381080061934,2330.325276235478
0.08823815888111307,2271.611637452415
0.08894817455695031,2215.7104188349426
0.08966390343290787,2162.691116190902
0.09038539148072507,2112.612189479149
0.09111268504205682,2065.5207975626713
0.09184583083144987,2021.4328884747404
0.09258487593934348,1980.3470598321562
0.09332986783509406,1942.2616274283962
0.09408085437002407,1907.1719827655515
0.09483788378049579,1875.0356109009413
0.09560100469100921,1845.793660622036
0.09637026611732549,1819.3955053156167
0.09714571746961514,1795.7897612917448
0.09792740855563171,1774.875286197197
0.09871538958391107,1756.540275282863
0.09950971116699615,1740.6851545615382
0.10031042432468788,1727.2018984627257
0.1011175804873224,1715.935205227611
0.10193123149907421,1706.730559060164
0.10275142962128626,1699.4423765965055
0.10357822753582681,1693.899941364858
0.10441167834847309,1689.9026634508598
0.10525183559232239,1687.2543233336266
0.10609875323123054,1685.757237102391
0.10695248566327799,1685.1855297778332
0.10781308772426387,1685.3054017959605
0.10868061469122804,1685.8837506350612
0.10955512228600195,1686.6797388498633
0.11043666667878708,1687.443784526101
0.11132530449176321,1687.925474058581
0.11222109280272519,1687.8764976776101
0.1131240891487491,1687.0553016704648
0.11403435152988786,1685.2227631559745
0.11495193841289666,1682.1457957063565
0.1158769087349883,1677.6163633655879
0.1168093219076187,1671.440019186308
0.11774923782030293,1663.4324030997436
0.11869671684446238,1653.4469053756277
0.11965181983730172,1641.36523592523
0.12061460814571828,1627.0834332401375
0.12158514361024234,1610.5428004359758
0.12256348856900907,1591.7239860752456
0.12354970586176271,1570.623966218275
0.12454385883389266,1547.2888783609221
0.12554601134050228,1521.8073565222523
0.12655622775051034,1494.2816700179023
0.12757457295078542,1464.8624665673199
0.12860111235031357,1433.735317085527
0.12963591188440013,1401.0920076130687
0.13067903801890385,1367.167180018957
0.13173055775450673,1332.2130793369215
0.13279053863101736,1296.4794115403122
0.1338590487317089,1260.2487611606016
0.13493615668769232,1223.7991655251856
0.1360219316823245,1187.399968278751
0.1371164434556519,1151.3336360055937
0.13821976230889016,1115.8596798156934
0.13933195910893928,1081.2260757577592
0.14045310529293606,1047.6714990045182
0.14158327287284178,1015.405882389664
0.1427225344400681,984.6199050208984
0.14387096317013945,955.4816732396571
0.14502863282739323,928.1302381386373
0.1461956177697177,902.673778128505
0.1473719929533281,879.2019976275448
0.14855783393758096,857.7661731616217
0.14975321688982757,838.3952862226096
0.1509582185903059,821.097763891541
0.15217291643707304,805.8391093285984
0.1533973884509754,792.5807521710084
0.15463171328066086,781.2401619178793
0.15587597020763014,771.7194859173095
0.15713023915132915,763.9041066838724
0.1583946006742822,757.6488422033378
0.15966913598726679,752.8024733388494
0.16095392695452954,749.16440415293
0.1622490560990446,746.5320952940274
0.1635546066078141,744.7396562677866
0.16487066233721104,743.6401295144937
0.16619730781836634,743.0079821920291
0.16753462826259702,742.5262800795018
0.16888270956688037,741.9057979403552
0.1702416383193707,740.9234317864392
0.17161150180496118,739.3659914738653
0.17299238801089012,737.0243759844046
0.17438438563239245,733.7013206784768
0.17578758407839662,729.2425224405787
0.17720207347726752,723.5195609642207
0.17862794468259519,716.4532415726961
0.18006528927903123,707.9971156476314
0.18151419958817014,698.1562986457611
0.18297476867448,686.9713543828481
0.1844470903512799,674.5295414981505
0.18593125918676554,660.9489805503904
0.1874273705100835,646.381726321713
0.18893552041745426,630.999533486967
0.19045580577834448,614.9975203120778
0.19198832424168907,598.5786586457622
0.19353317424216301,581.9510820274103
0.19509045500650465,565.3174948856586
0.19666026655988791,548.8792624560975
0.19824270973234787,532.825345585772
0.19983788616525675,517.3329340121285
0.2014458983178526,502.5604786146756
0.20306684947382017,488.64669767994155
0.20470084374792508,475.70700174457926
0.2063479860927009,463.8316660798426
0.20800838230519061,453.08308135268857
0.2096821390337418,443.4972580694085
0.2113693637848567,435.0732607642947
0.21307016493009817,427.7842094865921
0.21478465171304917,421.56682195658976
0.21651293425633047,416.33565316323273
0.21825512356867366,411.97457555373694
0.2200113315520513,408.3482074477741
0.22178167100886445,405.30427340872717
0.22356625564918814,402.6783202211099
0.22536520009807484,400.3021571731577
0.22717861990291716,398.0074719550518
0.22900663154086906,395.6343825089277
0.23084935242632834,393.0336762604293
0.23270690091847684,390.071779343403
0.23457939632888358,386.6340163350878
0.23646695892916805,382.63032187119336
0.23836970995872528,378.00023056092306
0.24028777163251322,372.709711300843
0.2422212671489026,366.75362078194235
0.2441703206975901,360.16561801425956
0.24613505746757505,353.0107633473803
0.2481156036552003,345.37926960542586
0.25011208647225874,337.38875282965756
0.2521246341541628,329.17563555962346
0.25415337596818205,320.8859389535254
0.25619844222174587,312.66279497380344
0.25825996427081327,304.6396561806216
0.26033807452830976,296.93518769292837
0.26243290647263257,289.6468050031994
0.2645445946562239,282.8466202398611
0.2666732747142133,276.58127691474624
0.2688190833731299,270.8765372510097
0.27098215845968354,265.7352335932845
0.2731626389096192,261.1400231928447
0.2753606647766392,257.0563121777837
0.27757637724139944,253.4308437629951
0.27980991862057814,250.19584282211318
0.2820614323760162,247.26916719263193
0.2843310631239323,244.5545870715283
0.2866189566442115,241.95150268746596
0.28892525988976875,239.35818280798316
0.2912501209959879,236.67999853427216
0.2935936892902362,233.8377619552085
0.2959561153014568,230.77119497164205
0.2983375507698357,227.44704021389066
0.300738148656549,223.8533461773087
0.3031580631535879,219.99960265246608
0.305597449693662,215.9158859516438
0.30805646496018324,211.642881183492
0.31053526689732974,207.23538989104017
0.3130340147201903,202.75368363071746
0.31555286892499146,198.26438714945482
0.3180919912994055,193.83773857205767
0.32065154493294357,189.54093375071236
0.3232316942274293,185.4342913413939
0.32583260490755944,181.56240429147982
0.3284544440315484,177.95614419347305
0.33109738000185823,174.6222040411727
0.33376158257601557,171.54700532735234
0.3364472228775149,168.70242266752254
0.3391544734068103,166.0509951885506
0.341883508052395,163.54979361991144
0.3446345021019704,161.15571196875428
0.3474076322537047,158.82978367036722
0.3502030766275835,156.5298790764961
0.3530210147768488,154.21949555510304
0.35586162769953283,151.865531635107
0.35872509785008366,149.44228356325587
0.36161160915108415,146.93288638044174
0.3645213470050656,144.33843039208912
0.3674544983064161,141.67279977782997
0.37041125145338494,138.95966277260874
0.37339179636018366,136.2300129495643
0.3763963244691838,133.51217318494753
0.37942502876321516,130.83180987666174
0.3824781037779585,128.21165285206263
0.3855557456144428,125.67054579958779
0.38865815195163994,123.22770047327933
0.3917855220591623,120.89748779568387
0.3949380568100616,118.68875908762749
0.39811595869373145,116.5999238364022
0.401319431828913,114.61736836603063
0.4045486819768058,112.71741702976729
0.40780391655428383,110.87378105001385
0.4110853446472191,109.06210629301154
0.4143931770239093,107.26260670633353
0.41772762614861736,105.46307622470937
0.4210889061952173,103.6534697810518
0.42447723306095114,101.82593703799122
0.42789282438029597,99.97687034796664
0.43133589953894275,98.10934160677121
0.4348066796878876,96.23633766258763
0.43830538775763667,94.37813565253448
0.44183224847252467,92.55540264624244
0.4453874883651492,90.78335489768259
0.4489713357909223,89.06985613650392
0.4525840209427357,87.4146952071645
0.4562257758657476,85.81561812072309
0.45989683447228685,84.27029389217694
0.4635974325568775,82.7755383255583
0.46732780781138367,81.32448359413635
0.4710881998402768,79.90517719339246
0.4748788501760256,78.504188874338
0.47870000229460996,77.11109217374694
0.4825519016311589,75.72381243710649
0.48643479559571706,74.34517414327901
0.4903489335891331,72.97956557297778
0.4942945670190809,71.6278732993097
0.498271949316207,70.28978840905731
0.5022813359504086,68.96758139657717
0.5063229844472428,67.6679393886106
0.5103971544044674,66.39961386970447
0.5145041075087152,65.16703839592641
0.5186441075523022,63.96822194387464
0.5228174204501705,62.7977192968113
0.5270243142569708,61.65218173112697
0.531265059184276,60.53116542819882
0.5355399276179393,59.43377686544002
0.5398491941355896,58.35596612192879
0.5441931355242673,57.29027447136372
0.5485720307982025,56.23333638774167
0.552986161216737,55.18752554360037
0.5574358103023889,54.15829742215511
0.5619212638590638,53.1482982026276
0.5664428099904124,52.15584220918655
0.5710007391183345,51.179598244797255
0.5755953440016357,50.22208105583346
0.5802269197548281,49.28725704824139
0.5848957638670874,48.37541330088466
0.5896021762213611,47.48172550218312
0.5943464591136295,46.60234220800777
0.5991289172723226,45.737342290991414
0.6039498578778933,44.88920838276649
0.6088095905825471,44.05670721012336
0.6137084275301321,43.237097489765524
0.6186466833761869,42.43030218054574
0.623624675308154,41.63657743368304
0.6286427230657493,40.85615007339435
0.6337011489615013,40.089218486669566
0.638800277901453,39.33595390232224
0.6439404374060311,38.59650166763535
0.6491219576310824,37.87098251864636
0.6543451713890803,37.15942303377535
0.6596104141705014,36.461521978366434
0.664918024165374,35.776900269028296
