k (h/Mpc),T(k)
0.5343731677711596,0.005480336901126792
0.5376887882691253,0.005428151004564689
0.5410044089100452,0.005376599499106958
0.5443200296912993,0.005325660937001567
0.5476356506103309,0.005275316264207435
0.5509512716646452,0.00522559147363237
0.5542668928518071,0.005176529159755202
0.5575825141694396,0.0051281575180129185
0.5608981356152224,0.005080508597280407
0.5642137571868893,0.005033567953808057
0.5675293788822278,0.0049873249100123125
0.5708450006990766,0.0049417681839075325
0.5741606226353246,0.004896891044173566
0.5774762446889093,0.004852699263785966
0.5807918668578155,0.004809211864434386
0.5841074891400737,0.004766422513931078
0.5874231115337593,0.004724310146205992
0.5907387340369906,0.00468284039063711
0.5940543566479284,0.004641964031443188
0.5973699793647741,0.004601626652639199
0.6006856021857694,0.004561822803069902
0.6040012251091944,0.004522531220297025
0.6073168481333667,0.004483757189258343
0.610632471256641,0.0044454969916921504
0.6139480944774072,0.004407738598845175
0.6172637177940901,0.004370451543329763
0.6205793412051481,0.004333617964881935
0.6238949647090729,0.004297218144288411
0.6272105883043876,0.004261253168551563
0.6305262119896468,0.004225739339448221
0.6338418357634351,0.004190701987599709
0.6371574596243672,0.004156149742117063
0.6404730835710861,0.004122078757942422
0.6437887076022629,0.004088470370172892
0.647104331716596,0.004055306984755327
0.6504199559128105,0.0040225653187025865
0.6537355801896574,0.003990237805293528
0.657051204545913,0.003958332714490111
0.6603668289803782,0.00392685172666522
0.6636824534918779,0.003895791102248576
0.6669980780792604,0.0038651347226727846
0.6703137027413969,0.0038348579961750345
0.6736293274771809,0.003804939173018114
0.6769449522855275,0.0037753605053648196
0.6802605771653732,0.0037461186348400986
0.6835762021156753,0.0037172172218577137
0.6868918271354106,0.0036886670777896372
0.6902074522235765,0.003660470064226598
0.693523077379189,0.003632619656570593
0.6968387026012829,0.0036050971971448255
0.7001543278889117,0.003577888809157776
0.7034699532411466,0.003550985056426141
0.7067855786570761,0.0035243866140677246
0.710101204135806,0.0034981047620698605
0.7134168296764587,0.003472146195129534
0.7167324552781728,0.003446513553861641
0.7200480809401029,0.0034211962200195144
0.7233637066614189,0.0033961790066578163
0.7266793324413063,0.0033714382538985984
0.7299949582789651,0.003346972013992372
0.73331058417361,0.0033227759737348927
0.7366262101244695,0.003298855379570596
0.7399418361307865,0.0032752155262111434
0.7432574621918171,0.0032518560948718834
0.7465730883068307,0.0032287638661348183
0.7498887144751096,0.003205925417588767
0.753204340695949,0.0031833284217137486
0.8165458932572989,0.002795423252123099
0.9045945331425359,0.002368162097288141
1.039463668151392,0.0018873157144276695
1.258139965225699,0.0013772359190181676
1.5758150169747511,0.0009456418158476413
1.9835677631929916,0.0006410104789430482
2.497162036861814,0.00043262107744808495
3.14374074355653,0.0002908854380579523
3.957735110155761,0.00019491962540715534
4.982493303325076,0.00013020761634623059
