Complexity,Loss,Equation
1,14.949886,"1.3057623"
3,5.0052915,"(x0 * x0)"
5,1.8703667,"((x0 * x0) + -1.770569)"
7,1.8237566,"((x0 * (x0 + -0.123101)) + -1.7696774)"
9,1.8237561,"((((x0 - 0.12299921) * x0) * 1.0002564) + -1.7705669)"
11,1.308706,"(((x0 * x0) - 0.7247882) - ((x3 * x3) * 0.18923266))"
13,1.2086884,"(((x0 * x0) - 1.2846147) - ((x3 * x3) * (0.18923266 / 1.327392)))"
15,1.1646708,"((x0 * (x0 + -0.13964517)) + (-0.8985298 - (((0.07245005 * x3) * x3) / 0.47251964)))"
17,1.1239477,"(((x0 + -0.1269944) * x0) + ((-0.8985298 + -0.26075324) - (((0.07245005 * x3) * x3) / 0.51300836)))"
