Complexity,Loss,Equation
1,0.18460098,"0.94471514"
3,0.16788428,"(24.50351 / ell)"
4,0.16486037,"exp(0.89302015 ^ ell)"
5,0.124557756,"((14.003761 / ell) - -0.46329942)"
6,0.12303327,"exp((0.7893054 ^ ell) * ell)"
7,0.07751526,"exp(exp(ell - (1.2885746 ^ ell)))"
8,0.019359011,"exp((ell ^ 2.46692) / (1.6941087 ^ ell))"
9,0.019357722,"exp((ell ^ exp(0.9036808)) / (1.6945838 ^ ell))"
10,0.00564065,"exp(((ell ^ 2.4491777) / (1.6701344 ^ ell)) - 0.12965804)"
12,0.0035769443,"((exp((ell ^ 2.5255895) / (1.6690724 ^ ell)) / 1.7729127) + 0.32783538)"
14,0.0014479922,"(exp(ell / ((((1.3920863 ^ ell) - ell) * 0.32438335) + 1.1970625)) + -0.123897254)"
15,0.00077966374,"(exp(ell / (((exp(1.2769458) + (1.3920863 ^ ell)) - ell) * 0.32438335)) + -0.123897254)"
16,0.00071427226,"(exp(ell / (((exp(exp(0.26770595)) + (1.3920863 ^ ell)) - ell) * 0.31659815)) + -0.124969006)"
18,0.00067065476,"(exp((ell / (((exp(exp(0.32014033)) + (1.4003178 ^ ell)) - ell) * 0.28127253)) + -0.07326196) + -0.051396586)"
20,0.00066910434,"(exp((ell / ((((exp(exp(0.3216924)) + (1.399255 ^ ell)) - ell) - 0.044284616) * 0.28477785)) + -0.07349069) + -0.051319208)"
