Complexity,Loss,Equation
1,0.54819876,"-0.94327134"
3,0.2777245,"(-0.36718717 * x)"
5,0.0076533537,"(0.050527245 - (x ^ 0.43353194))"
6,0.0076533523,"(0.050501987 - (2.713482 ^ log10(x)))"
7,0.0031805458,"(x / (-0.7496658 - (x * 0.33599812)))"
8,0.0007766318,"(-1.5481826 * log10((0.27429932 + x) / 0.2906402))"
9,0.00015254041,"(-1.6791807 * log10((x / 0.3489262) - log10(0.10366316)))"
11,0.00015083881,"(-1.6791807 * log10(((x / 0.3489262) + -0.0028754799) - log10(0.10366316)))"
14,0.00014476715,"(-1.6398882 * log10((1.3220698 ^ -0.08564253) + ((x + x) + (x ^ 1.0392582))))"
15,0.000115094015,"(-1.6493304 * log10(((((0.97634304 ^ log10(x)) + x) + x) + -0.078688875) + x))"
17,9.016467e-5,"(-1.6493304 * log10((x + (x + (x * 1.0498456))) + ((0.97634304 ^ log10(x)) + -0.08693207)))"
21,8.7040826e-5,"(-1.6493304 * log10((((x + x) / (0.9980448 ^ -1.6594397)) + (x * 1.0498456)) + ((0.97634304 ^ log10(x)) + -0.08693207)))"
23,7.968265e-5,"(-1.0186232 * log10((((((2.2863657 + (x + log10(x))) + 1.472487) + (-0.12588295 * x)) * x) * 1.972007) + (0.11725607 ^ x)))"
25,5.1980125e-5,"(-1.0186232 * log10((((((2.2863657 + ((x - -0.07539017) + log10(x))) + 1.472487) + (-0.12588295 * x)) * x) * 1.972007) + (0.11725607 ^ x)))"
