Complexity,Loss,Equation
1,0.16198114,"0.34135744"
3,0.00081301044,"(0.06510229 ^ x)"
5,0.0004887298,"((0.047138315 ^ x) + 0.023606293)"
7,0.00029211678,"((0.052880146 * (x + 0.69367856)) ^ x)"
9,0.0001871474,"(((0.047292817 * (0.74591726 + x)) ^ x) + 0.012870968)"
11,0.00013681359,"((0.7905638 ^ x) / ((x ^ x) + (x / 0.17859815)))"
13,5.1055715e-5,"(1.2960143 / (((((x ^ 1.3130748) / 0.09854988) / x) * x) + 1.2960143))"
15,1.9445133e-5,"(1.2960143 / ((((((x ^ 0.4918515) / 0.09854988) + 0.4918515) * x) + x) + 1.2960143))"
17,1.8601795e-5,"(1.2960143 / (((((x ^ 0.32694235) / (0.2974862 ^ 1.869712)) + (x + x)) * x) + 1.2960143))"
19,1.4689077e-5,"(1.2960143 / ((((((x ^ 0.4185726) / (0.2974862 ^ 1.869712)) - 0.16371989) + x) * x) + (1.2960143 + x)))"
21,1.282044e-5,"(1.2960143 / (((((((x + x) ^ 0.32694235) / (0.2974862 ^ 1.869712)) * x) + (1.2960143 - x)) + x) - x))"
25,1.1826466e-5,"(1.2960143 / ((((((x ^ 0.32694235) / (0.2974862 ^ 1.869712)) + ((x + (x - x)) + (-0.5032746 * x))) + x) * x) + 1.2960143))"
