Complexity,Loss,Equation
1,0.13605374,"1.1317862"
3,0.1352797,"(1.0601948 + tau)"
4,0.11735759,"exp(0.9160724 ^ ell)"
5,0.11735758,"exp(exp(ell / -11.410437))"
6,0.1070778,"exp((39.992577 / ell) * tau)"
7,0.09795002,"(0.8339374 + ((109.694725 / ell) * tau))"
8,0.08418053,"exp((0.9072019 ^ ell) * (tau / 0.043933224))"
9,0.08342905,"exp((exp(-0.1028632) ^ ell) * (tau / 0.037164167))"
10,0.058543008,"exp(tau / (((1.2733482 ^ ell) / ell) * 0.060398106))"
11,0.055332996,"exp(log(ell) / (((1.2120613 ^ ell) / tau) * 0.023649136))"
12,0.041903205,"exp(exp(log(ell) - (((1.1943753 ^ ell) / tau) * 0.026719332)))"
13,0.025875067,"exp(exp(0.5083646 - (((1.2045484 ^ ell) * 0.03361441) / tau)) * ell)"
14,0.024442947,"exp(exp(log(ell * 1.5506637) - (((1.2045484 ^ ell) / tau) * 0.03161618)))"
15,0.019870078,"(exp(exp(0.5083646 - (((1.2045484 ^ ell) * 0.03361441) / tau)) * ell) + tau)"
16,0.018839434,"(exp(exp(log(ell * 1.5506637) - (((1.2045946 ^ ell) / tau) * 0.03161618))) + tau)"
17,0.016803384,"exp((exp(0.5507354 - (((1.2122085 ^ ell) / tau) * 0.03159256)) * (ell - 0.4696089)) + tau)"
18,0.01658284,"exp(exp(log(ell - 0.5849471) - ((((1.2131519 ^ ell) / tau) * 0.032792967) - 0.63904524)) + tau)"
19,0.016116593,"exp((exp(0.4958531 - (((1.2122085 ^ ell) / tau) * 0.03122201)) * (ell - (1.1317862 / ell))) + tau)"
20,0.015700445,"exp(exp((log(ell - 0.5849471) - tau) - ((((1.2131519 ^ ell) / tau) * 0.032792967) - 0.74140364)) + tau)"
