Complexity,Loss,Equation
1,0.13605376,"1.0742786"
2,0.13527259,"exp(tau)"
3,0.13527216,"exp(tanh(tau))"
4,0.1174575,"exp(0.8980033 ^ ell)"
5,0.11737561,"(ell ^ (0.84101576 ^ ell))"
6,0.10733923,"(sinh(40.458824 / ell) ^ tau)"
7,0.09795002,"(0.7914627 - ((-104.136696 * tau) / ell))"
8,0.07658264,"((exp(20.99625 - ell) + 1.2072753) ^ tau)"
9,0.046827875,"(exp(tau) ^ exp(sin(log(ell)) / 0.2821102))"
10,0.034976255,"cosh(exp(cosh(sin(log(ell)) + 1.0095899)) * tau)"
11,0.02460362,"cosh(exp(exp(sin(sin(log(ell)))) * 1.6105932) * tau)"
12,0.022450253,"cosh(exp(exp(sin(log(ell) - tau)) * 1.4087567) * tau)"
13,0.022418765,"cosh(exp(exp(sin(log(ell) - tan(tau))) * 1.4087567) * tau)"
14,0.020813426,"cosh(exp(exp(sin(log(ell - log(log(ell))))) * 1.4080046) * tau)"
15,0.018561587,"cosh(exp(exp(sin(log((ell + 1.1515269) - log(ell)))) * 1.3977687) * tau)"
16,0.018550878,"cosh(exp(exp(sin(log((ell + 1.1535155) - log(ell)))) * 1.3977687) * sin(tau))"
17,0.011597903,"cosh(exp(exp(sin(log((ell + (0.10969537 / tau)) - log(ell)))) * 1.3977687) * tau)"
18,0.010673771,"cosh(exp(exp(sin(log(ell - log(3.0682657 * sinh(ell * tau))))) * 1.4010943) * tau)"
19,0.010630587,"cosh(exp(exp(sin(log(ell - log(3.0682657 * sinh(ell * tau))))) * 1.4010943) * tanh(tau))"
20,0.010033645,"(cosh(exp(exp(sin(log(ell - log(3.0682657 * sinh(ell * tau))))) * 1.3977687) * tau) + -0.03245809)"
