Complexity,Loss,Equation
1,0.18460098,"1.0888455"
3,0.16788428,"(28.242828 / ell)"
4,0.14016461,"(3.7565854 / log(ell))"
5,0.12455778,"((16.140253 / ell) - -0.5339935)"
6,0.10512085,"exp((0.8057007 ^ ell) * ell)"
7,0.104393296,"exp((0.99830294 ^ exp(ell)) * ell)"
8,0.005728496,"exp((0.6002573 ^ ell) * (ell ^ 2.4420156))"
10,0.004552138,"exp((0.58267176 ^ ell) * ((ell ^ 2.6156926) / 1.1235034))"
11,0.0042737583,"exp((0.5869302 ^ ell) * ((ell ^ 2.5399814) - log(ell)))"
12,0.0040126285,"exp((0.57701653 ^ ell) * ((ell ^ 2.6156926) - (ell - 1.2483962)))"
13,0.0038815686,"(exp((0.5869302 ^ ell) * ((ell ^ 2.5399814) - log(ell))) - -0.026485227)"
14,0.003512054,"(exp((0.57701653 ^ ell) * ((ell ^ 2.6156926) - (ell + -1.2423326))) - -0.026485227)"
15,0.0035029163,"exp((0.5768885 ^ ell) * (((ell ^ 2.6156926) - ell) + exp(-0.6631222 ^ ell)))"
16,0.0020088963,"(exp((0.5468787 ^ ell) * (((0.6689217 * ell) * ell) * ell)) + (0.879818 ^ ell))"
17,0.001973353,"(exp((0.5468787 ^ ell) * (((0.6679438 * ell) * ell) * ell)) + (exp(-0.12434532) ^ ell))"
18,0.0017160808,"((exp((((0.5468787 ^ ell) * ell) * (0.6679438 * ell)) * ell) - (-2.8978474 / ell)) - 0.06221392)"
20,0.0016438261,"((exp(((0.5468787 ^ ell) * ell) * ((0.6689217 * ell) * ell)) + -0.08875809) - ((-2.8978474 - 0.6778812) / ell))"
