Complexity,Loss,Equation
1,1.0,"0.0"
3,0.083514206,"(0.078406595 ^ 14.795661)"
6,0.06251275,"(0.07884295 ^ (14.8264065 ^ tanh(ell)))"
8,0.052921772,"(0.0789748 ^ (14.826445 * tanh(ell ^ 0.5907184)))"
9,0.04883377,"exp(((0.3018202 / cosh(ell)) - 0.7759776) / tau)"
10,0.04643461,"exp(((0.13999848 ^ cosh(log(ell))) - 0.7759776) / tau)"
11,0.03897411,"exp(((ell / (cosh(ell) / 0.14756182)) - 0.7759776) / tau)"
12,0.012183088,"(exp((((0.32890475 - ell) / tau) * 0.8545414) / ell) * ell)"
13,0.012182921,"(exp(((tan(0.3178507) - ell) * 0.8545414) / (ell * tau)) * ell)"
14,0.012182306,"((exp(((0.32872218 - ell) * 0.85454154) / (tau * ell)) * ell) / 0.9987467)"
15,0.00743615,"(exp(((((0.32715744 - ell) * 0.8545414) / tau) - cos(ell)) / ell) * ell)"
16,0.007264973,"(exp(((((0.32715744 - ell) * 0.8545414) / tau) - tan(cos(ell))) / ell) * ell)"
17,0.004378538,"(exp(((((0.32715744 - ell) * 0.8545414) / tau) + tanh(tan(log(ell)))) / ell) * ell)"
18,0.004153931,"(exp(((((0.32715744 - ell) * 0.8545414) / tau) + sinh(tanh(tan(log(ell))))) / ell) * ell)"
19,0.0039747367,"(exp(((((0.32715744 - ell) * 0.8545414) / tan(tau)) + sinh(tanh(tan(log(ell))))) / ell) * ell)"
20,0.0038380316,"(exp((((((0.32715744 - ell) * 0.8545414) / tau) + sinh(tanh(tan(log(ell))))) / ell) + tau) * ell)"
